5506-2022-05-29_102_Luzerner_Kantonales_Schwingfest-ST

1a;Schuler Alex;***;;;;;;;;;113.5
+;14;27.0;Schöpfer Elias (2004);;31;35.5;14;27.0;0;0.0;10.0
o;12;37.0;Heiniger Marco;**;9;57.0;11;37.25;-1;0.25;8.5

28a;Affentranger Martin;;;;;;;;;;45.0
+;;;Schnider Josef (2005);;;;;;;;9.75
o;5;9.75;Bienz Romeo;*;31;35.5;8;8.5;3;-1.25;8.5
+;10;18.25;Grüter Philip (2004);;32;35.25;10;18.25;0;0.0;9.75
o;10;28.0;Bühler Ramon;;17;55.0;10;28.0;0;0.0;8.5
o;14;36.5;Mettler Fabio;;18;54.75;14;36.5;0;0.0;8.5

29a;Gemsch Stefan;;;;;;;;;;36.75
o;;;Portmann Curdin;;;;;;;;8.5
+;8;8.5;Widmer Florian (2005);;36;34.0;8;8.5;0;0.0;10.0
o;9;18.5;Hirsiger Alexander;*;12;56.25;9;18.5;0;0.0;8.5
+;14;27.0;Zgraggen Peter;;31;35.5;14;27.0;0;0.0;9.75

30a;Birchler Fabian;;;;;;;;;;36.0
+;;;Zgraggen Peter;;;;;;;;9.75
-;5;9.75;Grüter Marcel;;20;54.25;5;9.75;0;0.0;8.75
o;9;18.5;Achermann Christoph;*;17;55.0;10;18.25;1;-0.25;8.75
-;13;27.25;Theiler Nils (2004);;19;54.5;13;27.25;0;0.0;8.75

31a;Bienz Romeo;*;;;;;;;;;35.5
o;;;Scherer Niklaus;**;;;;;;;8.5
+;8;8.5;Affentranger Martin;;28;45.0;5;9.75;-3;1.25;9.75
-;10;18.25;Schori Kevin (2004);;17;55.0;9;18.5;-1;0.25;8.75
o;14;27.0;Rutsch Remo (2004);*;15;55.5;14;27.0;0;0.0;8.5

31b;Crotta Robin;;;;;;;;;;35.5
o;;;Lustenberger Tim (2005);;;;;;;;8.5
o;8;8.5;Gasser Severin (2006);;22;53.75;8;8.5;0;0.0;8.5
+;14;17.0;Kottmann Jonas;;35;34.25;14;17.0;0;0.0;9.75
-;15;26.75;Rust Lorin (2004);;22;53.75;14;27.0;-1;0.25;8.75

31c;Bucher Adrian (2004);;;;;;;;;;35.5
+;;;Giger Samuel (2005);;;;;;;;9.75
o;5;9.75;Müller Luca (2004);*;9;57.0;8;8.5;3;-1.25;8.5
o;10;18.25;Staffelbach Noah;;17;55.0;10;18.25;0;0.0;8.75
o;14;27.0;Achermann Daniel;;21;54.0;13;27.25;-1;0.25;8.5

31d;Aregger Silvan (2006);;;;;;;;;;35.5
+;;;Suter Manuel (2006);;;;;;;;9.75
o;5;9.75;Schilter Daniel;*;18;54.75;8;8.5;3;-1.25;8.75
o;9;18.5;Föhn Christian;;21;54.0;9;18.5;0;0.0;8.5
o;14;27.0;Thalmann Adrian;;2;110.0;1;55.75;-13;28.75;8.5

31e;Fischer Markus;;;;;;;;;;35.5
o;;;Föhn Christian;;;;;;;;8.5
o;8;8.5;Häﬂiger Patrick;;17;55.0;8;8.5;0;0.0;8.5
+;14;17.0;Stalder Wanja (2006);;35;34.25;13;17.25;-1;0.25;10.0
o;14;27.0;Müller Luca (2004);*;9;57.0;14;27.0;0;0.0;8.5

31f;Müller Silvio;;;;;;;;;;35.5
+;;;Bürli Daniel;;;;;;;;9.75
o;5;9.75;Achermann David (2006);;19;54.5;5;9.75;0;0.0;8.5
o;10;18.25;Simmen Robin (2004);;21;54.0;9;18.5;-1;0.25;8.5
-;15;26.75;Hodler Mathias;;31;35.5;15;26.75;0;0.0;8.75

31g;Kurmann Jvo;;;;;;;;;;35.5
+;;;Köpﬂi Mario (2005);;;;;;;;10.0
o;4;10.0;von Wyl Kevin (2004);;14;55.75;5;9.75;1;-0.25;8.5
o;9;18.5;Lemmenmeier Lukas;*;6;57.75;9;18.5;0;0.0;8.5
o;14;27.0;Hurschler Adrian;;16;55.25;13;27.25;-1;0.25;8.5

31h;Erni Remo (2005);;;;;;;;;;35.5
+;;;Peter Lukas;;;;;;;;9.75
o;5;9.75;Kuster Thomas;**;10;56.75;8;8.5;3;-1.25;8.5
o;10;18.25;Büchler Livio;;20;54.25;10;18.25;0;0.0;8.5
-;15;26.75;Roner Remo;;31;35.5;15;26.75;0;0.0;8.75

31i;Rölli Ueli (2006);;;;;;;;;;35.5
+;;;Haller Jan (2004);;;;;;;;10.0
o;4;10.0;Heinzer Lukas (2004);*;14;55.75;7;8.75;3;-1.25;8.5
o;9;18.5;Wittwer Roy;;15;55.5;9;18.5;0;0.0;8.5
o;14;27.0;Küng Simon (2006);;19;54.5;14;27.0;0;0.0;8.5

31j;Egli Samuel;;;;;;;;;;35.5
o;;;Steffen Rafael (2005);;;;;;;;8.5
o;8;8.5;Mignola Lorenzo;;22;53.75;8;8.5;0;0.0;8.5
+;14;17.0;Bürli Daniel;;36;34.0;14;17.0;0;0.0;10.0
o;14;27.0;Nüesch Sandro (2005);;17;55.0;15;26.75;1;-0.25;8.5

31k;Steffen Michael (2006);;;;;;;;;;35.5
o;;;Zberg Nuyen;;;;;;;;8.5
o;8;8.5;Forster Christian;;20;54.25;8;8.5;0;0.0;8.5
+;14;17.0;Petermann Elia (2006);;32;35.25;14;17.0;0;0.0;10.0
o;14;27.0;Köpﬂi Mario (2005);;21;54.0;14;27.0;0;0.0;8.5

31l;Schöpfer Elias (2004);;;;;;;;;;35.5
+;;;Fischer Silvan (2006);;;;;;;;10.0
o;4;10.0;Albert Thomas;;16;55.25;5;9.75;1;-0.25;8.5
o;9;18.5;Wüest David;;10;56.75;8;18.75;-1;0.25;8.5
o;14;27.0;Keller Janik;*;27;45.5;14;27.0;0;0.0;8.5

31m;Zgraggen Peter;;;;;;;;;;35.5
o;;;Birchler Fabian;;;;;;;;8.5
+;8;8.5;Suter Lukas;;16;55.25;8;8.5;0;0.0;10.0
o;9;18.5;Bucher Thomas;*;3;81.75;3;36.5;-6;18.0;8.5
o;14;27.0;Gemsch Stefan;;29;36.75;14;27.0;0;0.0;8.5

31n;Peter Lukas;;;;;;;;;;35.5
o;;;Erni Remo (2005);;;;;;;;8.5
o;8;8.5;Rust Lorin (2004);;22;53.75;7;8.75;-1;0.25;8.5
o;14;17.0;Reichlin Reto;;21;54.0;13;17.25;-1;0.25;8.5
+;19;25.5;Widmer Florian (2005);;36;34.0;19;25.5;0;0.0;10.0

31o;Eberli Jonas (2005);;;;;;;;;;35.5
o;;;Jung Valentin;;;;;;;;8.5
o;8;8.5;Bucher Thomas;;3;81.75;3;17.0;-5;8.5;8.5
+;14;17.0;Bossert Simon (2006);;36;34.0;14;17.0;0;0.0;10.0
o;14;27.0;Müller Severin;;21;54.0;14;27.0;0;0.0;8.5

31p;Hodel Joel;;;;;;;;;;35.5
-;;;Stübi Nevio (2006);;;;;;;;8.75
o;7;8.75;Giger Samuel (2005);;17;55.0;8;8.5;1;-0.25;8.5
+;13;17.25;Widmer Florian (2005);;36;34.0;14;17.0;1;-0.25;9.75
o;14;27.0;Bissig Joris;;21;54.0;14;27.0;0;0.0;8.5

31q;Roner Remo;;;;;;;;;;35.5
+;;;Christen Samuel (2006);;;;;;;;9.75
o;5;9.75;Schwyzer Samuel;*;12;56.25;8;8.5;3;-1.25;8.5
o;10;18.25;Theiler Andre;;22;53.75;10;18.25;0;0.0;8.5
-;15;26.75;Erni Remo (2005);;31;35.5;15;26.75;0;0.0;8.75

31r;Hodler Mathias;;;;;;;;;;35.5
o;;;Albert Thomas;;;;;;;;8.5
+;8;8.5;Köpﬂi Mario (2005);;21;54.0;8;8.5;0;0.0;9.75
o;10;18.25;Zimmermann Raffael;;16;55.25;10;18.25;0;0.0;8.5
-;15;26.75;Müller Silvio;;31;35.5;15;26.75;0;0.0;8.75

31s;Hess Michael;*;;;;;;;;;35.5
o;;;Schärli Reto;*;;;;;;;8.5
o;8;8.5;Bühler Ramon;;17;55.0;5;9.75;-3;1.25;8.5
+;14;17.0;Koch Florian;;32;35.25;10;18.25;-4;1.25;10.0
o;14;27.0;Bieri Christian;**;17;55.0;14;27.0;0;0.0;8.5

31t;Wigger Simon;;;;;;;;;;35.5
+;;;Arnold Sebastian;;;;;;;;10.0
o;4;10.0;Huber Alex;*;13;56.0;7;8.75;3;-1.25;8.5
o;9;18.5;Rogenmoser Ryan;;14;55.75;10;18.25;1;-0.25;8.5
o;14;27.0;Ming Hannes;;17;55.0;14;27.0;0;0.0;8.5

31u;Fuchs Jonas (2006);;;;;;;;;;35.5
o;;;Grüter Marcel;;;;;;;;8.5
+;8;8.5;Ulrich Damian;;21;54.0;8;8.5;0;0.0;10.0
o;9;18.5;Ming Christian;*;12;56.25;9;18.5;0;0.0;8.5
o;14;27.0;Bieri Crispin (2005);;19;54.5;14;27.0;0;0.0;8.5

31v;Felder Seppi;*;;;;;;;;;35.5
o;;;Vogel Marcel;*;;;;;;;8.5
o;8;8.5;Scherrer Patrick;;9;57.0;4;10.0;-4;1.5;8.5
+;14;17.0;Ochsner Tim (2006);;22;53.75;10;18.25;-4;1.25;10.0
o;14;27.0;Appert Silvan;*;17;55.0;13;27.25;-1;0.25;8.5

31w;Küng Jonas (2004);;;;;;;;;;35.5
o;;;von Ah Markus;;;;;;;;8.5
+;8;8.5;Broch Marcel;;35;34.25;7;8.75;-1;0.25;9.75
o;10;18.25;Rust Silvio;;21;54.0;10;18.25;0;0.0;8.5
-;15;26.75;Zgraggen Mario (2006);;26;52.75;14;27.0;-1;0.25;8.75

31x;Renggli Silvan (2006);;;;;;;;;;35.5
o;;;Egli Adrian;;;;;;;;8.5
o;8;8.5;Schnellmann Alexander (2004);;15;55.5;8;8.5;0;0.0;8.5
o;14;17.0;von Rickenbach Carlo (2005);;16;55.25;14;17.0;0;0.0;8.5
+;19;25.5;Haller Jan (2004);;36;34.0;19;25.5;0;0.0;10.0

31y;Gisler Jonas;*;;;;;;;;;35.5
-;;;Thierstein Marco;*;;;;;;;9.0
o;6;9.0;Hüsler Matthias;;16;55.25;4;10.0;-2;1.0;8.75
-;11;17.75;Egli Kilian (2004);;19;54.5;9;18.5;-2;0.75;9.0
-;15;26.75;Eﬃnger Markus;*;19;54.5;13;27.25;-2;0.5;8.75

31z;Würsch Andrin (2006);;;;;;;;;;35.5
o;;;Schmid Joel;;;;;;;;8.5
o;8;8.5;Theiler Andre;;22;53.75;8;8.5;0;0.0;8.5
o;14;17.0;Marbach Sven (2005);;22;53.75;14;17.0;0;0.0;8.5
+;19;25.5;Birrer Jonas (2006);;36;34.0;19;25.5;0;0.0;10.0

31z1;Sturzenegger Luca (2004);;;;;;;;;;35.5
o;;;Duss Yvan;;;;;;;;8.5
-;8;8.5;Stalder Wanja (2006);;35;34.25;8;8.5;0;0.0;8.75
+;13;17.25;Schwyzer Flurin (2006);;32;35.25;14;17.0;1;-0.25;9.75
o;14;27.0;Wirz Martin (2005);;21;54.0;14;27.0;0;0.0;8.5

31z2;Waser David;;;;;;;;;;35.5
+;;;Meyer Joel (2004);;;;;;;;9.75
o;5;9.75;Wyrsch Marco;**;15;55.5;7;8.75;2;-1.0;8.5
o;10;18.25;Häﬂiger Patrick;;17;55.0;10;18.25;0;0.0;8.5
o;15;26.75;Schwegler Flavio (2004);;21;54.0;14;27.0;-1;0.25;8.75

31z3;Boog Timo (2006);;;;;;;;;;35.5
o;;;Schwegler Flavio (2004);;;;;;;;8.5
o;8;8.5;Ming Hannes;;17;55.0;8;8.5;0;0.0;8.5
o;14;17.0;Nüesch Sandro (2005);;17;55.0;14;17.0;0;0.0;8.5
+;19;25.5;Suter Manuel (2006);;34;34.5;18;25.75;-1;0.25;10.0

31z4;Lustenberger Roman (2006);;;;;;;;;;35.5
o;;;Simmen Robin (2004);;;;;;;;8.5
o;8;8.5;Steiner Severin;;18;54.75;7;8.75;-1;0.25;8.5
-;14;17.0;Stübi Noël (2004);;26;52.75;14;17.0;0;0.0;8.75
+;18;25.75;Fischer Silvan (2006);;36;34.0;19;25.5;1;-0.25;9.75

31z5;Füglister Stefan;;;;;;;;;;35.5
+;;;Birrer Jonas (2006);;;;;;;;10.0
o;4;10.0;Baumann Lukas;;21;54.0;5;9.75;1;-0.25;8.5
o;9;18.5;Zurﬂuh Michael;*;10;56.75;9;18.5;0;0.0;8.5
o;14;27.0;Schnellmann Alexander (2004);;15;55.5;14;27.0;0;0.0;8.5

31z6;Albisser Jannik;;;;;;;;;;35.5
o;;;Füglister Florian;;;;;;;;8.5
o;8;8.5;Wolf Stefan (2006);;24;53.25;8;8.5;0;0.0;8.5
o;14;17.0;Zemp Raphael (2006);;32;35.25;14;17.0;0;0.0;8.5
+;19;25.5;Schneider Linus (2006);;36;34.0;19;25.5;0;0.0;10.0

32a;Koch Florian;;;;;;;;;;35.25
o;;;Schumacher Ramon;;;;;;;;8.5
+;8;8.5;Bossert Simon (2006);;36;34.0;8;8.5;0;0.0;9.75
o;10;18.25;Hess Michael;*;31;35.5;14;17.0;4;-1.25;8.5
o;15;26.75;Gwerder Beni;;20;54.25;14;27.0;-1;0.25;8.5

32b;Herzog Aron (2006);;;;;;;;;;35.25
o;;;Theiler Nils (2004);;;;;;;;8.5
+;8;8.5;Suter Manuel (2006);;34;34.5;8;8.5;0;0.0;9.75
o;10;18.25;Mettler Fabio;;18;54.75;10;18.25;0;0.0;8.5
o;15;26.75;von Rickenbach Carlo (2005);;16;55.25;15;26.75;0;0.0;8.5

32c;Widmer Dominik;;;;;;;;;;35.25
+;;;Gloggner Matthias (2005);;;;;;;;9.75
o;5;9.75;Kennel Stefan;**;11;56.5;8;8.5;3;-1.25;8.5
o;10;18.25;Portmann Curdin;;16;55.25;10;18.25;0;0.0;8.5
o;15;26.75;von Ah Markus;;16;55.25;14;27.0;-1;0.25;8.5

32d;Gisler Fabio (2006);;;;;;;;;;35.25
+;;;Kottmann Jonas;;;;;;;;9.75
o;5;9.75;Achermann Christian;;21;54.0;5;9.75;0;0.0;8.5
o;10;18.25;Duss Yvan;;14;55.75;9;18.5;-1;0.25;8.5
o;15;26.75;Gasser Severin (2006);;22;53.75;15;26.75;0;0.0;8.5

32e;Petermann Elia (2006);;;;;;;;;;35.25
o;;;Furrer Alain;;;;;;;;8.5
o;8;8.5;von Matt Lars;;21;54.0;8;8.5;0;0.0;8.5
o;14;17.0;Steffen Michael (2006);;31;35.5;14;17.0;0;0.0;8.5
+;19;25.5;Dubach Michael (2006);;36;34.0;19;25.5;0;0.0;9.75

32f;Zemp Raphael (2006);;;;;;;;;;35.25
o;;;Schwyzer Sebastian (2004);;;;;;;;8.5
o;8;8.5;Bürgi Simon;;23;53.5;8;8.5;0;0.0;8.5
+;14;17.0;Albisser Jannik;;31;35.5;14;17.0;0;0.0;9.75
o;15;26.75;Zimmermann Gian (2004);;17;55.0;15;26.75;0;0.0;8.5

32g;Riedweg Matteo (2005);;;;;;;;;;35.25
+;;;Mignola Lorenzo;;;;;;;;9.75
o;5;9.75;Bühler Patrice;;16;55.25;4;10.0;-1;0.25;8.5
o;10;18.25;Röthlin Pascal;*;15;55.5;9;18.5;-1;0.25;8.5
o;15;26.75;Bucher Sandro;;21;54.0;14;27.0;-1;0.25;8.5

32h;Schwyzer Flurin (2006);;;;;;;;;;35.25
o;;;Rust Silvio;;;;;;;;8.5
o;8;8.5;Schmid Julian;;17;55.0;5;9.75;-3;1.25;8.5
o;14;17.0;Sturzenegger Luca (2004);;31;35.5;13;17.25;-1;0.25;8.5
+;19;25.5;Bossert Simon (2006);;36;34.0;19;25.5;0;0.0;9.75

32i;Gloggner André;;;;;;;;;;35.25
o;;;Mettler Fabio;;;;;;;;8.5
-;8;8.5;Koch Cyrill (2004);;24;53.25;7;8.75;-1;0.25;8.75
-;13;17.25;Schnider Josef (2005);;34;34.5;14;17.0;1;-0.25;9.0
-;16;26.25;Krauer Andri (2005);;33;34.75;18;25.75;2;-0.5;9.0

32j;Bucher Manuel (2006);;;;;;;;;;35.25
+;;;Kunz Pascal (2004);;;;;;;;9.75
o;5;9.75;Keller Janik;*;27;45.5;8;8.5;3;-1.25;8.5
o;10;18.25;Bürgi Simon;;23;53.5;10;18.25;0;0.0;8.5
o;15;26.75;Füglister Florian;;21;54.0;14;27.0;-1;0.25;8.5

32k;Furrer Alain;;;;;;;;;;35.25
+;;;Petermann Elia (2006);;;;;;;;9.75
o;5;9.75;Huser Tobias;;16;55.25;4;10.0;-1;0.25;8.5
o;10;18.25;Giger Samuel (2005);;17;55.0;10;18.25;0;0.0;8.5
o;15;26.75;Suter Lukas;;16;55.25;15;26.75;0;0.0;8.5

32l;Friedli Jonas;;;;;;;;;;35.25
+;;;Bossert Simon (2006);;;;;;;;9.75
o;5;9.75;Schmid Julian;;17;55.0;5;9.75;0;0.0;8.5
o;10;18.25;Lustenberger Tim (2005);;16;55.25;10;18.25;0;0.0;8.5
o;15;26.75;Marbach Sven (2005);;22;53.75;15;26.75;0;0.0;8.5

32m;Grüter Philip (2004);;;;;;;;;;35.25
+;;;Dubach Michael (2006);;;;;;;;9.75
o;5;9.75;Kennel Beat;**;15;55.5;8;8.5;3;-1.25;8.5
o;10;18.25;Affentranger Martin;;28;45.0;10;18.25;0;0.0;8.5
o;15;26.75;Muff Pierre (2004);;21;54.0;14;27.0;-1;0.25;8.5

32n;Zimmermann Daniel;*;;;;;;;;;35.25
o;;;Schmid Simon;*;;;;;;;8.5
o;8;8.5;Häller Nick;;16;55.25;5;9.75;-3;1.25;8.5
+;14;17.0;Gasser Severin (2006);;22;53.75;10;18.25;-4;1.25;9.75
o;15;26.75;Wyss Christian;*;15;55.5;15;26.75;0;0.0;8.5

32o;Kretz Marius (2006);;;;;;;;;;35.25
o;;;Egli Severin (2004);;;;;;;;8.5
+;8;8.5;Bürli Daniel;;36;34.0;8;8.5;0;0.0;9.75
o;10;18.25;Mignola Lorenzo;;22;53.75;10;18.25;0;0.0;8.5
o;15;26.75;Muff Gianluca (2006);;20;54.25;13;27.25;-2;0.5;8.5

33a;Muff Pascal (2006);;;;;;;;;;34.75
-;;;Broch Marcel;;;;;;;;8.75
-;7;8.75;Arnold Livio (2004);;26;52.75;8;8.5;1;-0.25;9.0
o;11;17.75;Suter Lukas;;16;55.25;14;17.0;3;-0.75;8.5
o;16;26.25;Hurschler Stefan (2006);;14;55.75;13;27.25;-3;1.0;8.5

33b;Herger Elias (2006);;;;;;;;;;34.75
o;;;Hüsler Matthias;;;;;;;;8.5
-;8;8.5;Schöpfer Roman;;25;53.0;8;8.5;0;0.0;8.75
-;13;17.25;Krauer Andri (2005);;33;34.75;14;17.0;1;-0.25;8.75
-;17;26.0;Zenklusen Matteo (2005);;34;34.5;18;25.75;1;-0.25;8.75

33c;Krauer Andri (2005);;;;;;;;;;34.75
o;;;Achermann Ueli;;;;;;;;8.5
o;8;8.5;Ziegler Moritz;;24;53.25;8;8.5;0;0.0;8.5
-;14;17.0;Herger Elias (2006);;33;34.75;13;17.25;-1;0.25;8.75
-;18;25.75;Gloggner André;;32;35.25;16;26.25;-2;0.5;9.0

34a;Schnider Josef (2005);;;;;;;;;;34.5
o;;;Affentranger Martin;;;;;;;;8.5
o;8;8.5;Betschart Daniel;;16;55.25;7;8.75;-1;0.25;8.5
-;14;17.0;Gloggner André;;32;35.25;13;17.25;-1;0.25;9.0
o;17;26.0;Ochsner Tim (2006);;22;53.75;15;26.75;-2;0.75;8.5

34b;Suter Manuel (2006);;;;;;;;;;34.5
o;;;Aregger Silvan (2006);;;;;;;;8.5
o;8;8.5;Herzog Aron (2006);;32;35.25;8;8.5;0;0.0;8.5
-;14;17.0;Koller Robin (2006);;35;34.25;14;17.0;0;0.0;8.75
o;18;25.75;Boog Timo (2006);;31;35.5;19;25.5;1;-0.25;8.75

34c;Zenklusen Matteo (2005);;;;;;;;;;34.5
-;;;Koch Cyrill (2004);;;;;;;;8.75
o;7;8.75;Egli Kilian (2004);;19;54.5;8;8.5;1;-0.25;8.5
o;13;17.25;Gloggner Matthias (2005);;21;54.0;13;17.25;0;0.0;8.5
-;18;25.75;Herger Elias (2006);;33;34.75;17;26.0;-1;0.25;8.75

35a;Broch Marcel;;;;;;;;;;34.25
-;;;Muff Pascal (2006);;;;;;;;8.75
o;7;8.75;Küng Jonas (2004);;31;35.5;8;8.5;1;-0.25;8.5
o;13;17.25;Schöpfer Roman;;25;53.0;13;17.25;0;0.0;8.5
o;18;25.75;Betschart Fabian;;22;53.75;16;26.25;-2;0.5;8.5

35b;Kottmann Jonas;;;;;;;;;;34.25
o;;;Gisler Fabio (2006);;;;;;;;8.5
o;8;8.5;Hurschler Stefan (2006);;14;55.75;7;8.75;-1;0.25;8.5
o;14;17.0;Crotta Robin;;31;35.5;14;17.0;0;0.0;8.5
-;19;25.5;Suter Nicolas;;35;34.25;19;25.5;0;0.0;8.75

35c;Koller Robin (2006);;;;;;;;;;34.25
o;;;Müller Severin;;;;;;;;8.5
o;8;8.5;Arnold Sebastian;;16;55.25;8;8.5;0;0.0;8.5
-;14;17.0;Suter Manuel (2006);;34;34.5;14;17.0;0;0.0;8.75
o;18;25.75;Koch Cyrill (2004);;24;53.25;17;26.0;-1;0.25;8.5

35d;Stalder Wanja (2006);;;;;;;;;;34.25
o;;;Widmer Simon;;;;;;;;8.5
-;8;8.5;Sturzenegger Luca (2004);;31;35.5;8;8.5;0;0.0;8.75
o;13;17.25;Fischer Markus;;31;35.5;14;17.0;1;-0.25;8.5
o;18;25.75;Rohrer Sven (2004);;21;54.0;17;26.0;-1;0.25;8.5

35e;Fässler Dominic;**;;;;;;;;;34.25
o;;;Zemp Christian (2004);*;;;;;;;8.5
-;8;8.5;Walker Jan (2004);;15;55.5;5;9.75;-3;1.25;8.75
o;13;17.25;Gut Koni;;11;56.5;9;18.5;-4;1.25;8.5
-;18;25.75;Wicki Kevin;;15;55.5;13;27.25;-5;1.5;8.5

35f;Suter Nicolas;;;;;;;;;;34.25
o;;;Büchler Livio;;;;;;;;8.5
o;8;8.5;Fellmann Simon;;18;54.75;7;8.75;-1;0.25;8.5
o;14;17.0;Bissig Joris;;21;54.0;14;17.0;0;0.0;8.5
-;19;25.5;Kottmann Jonas;;35;34.25;19;25.5;0;0.0;8.75

36a;Widmer Florian (2005);;;;;;;;;;34.0
o;;;Muff Pierre (2004);;;;;;;;8.5
o;8;8.5;Gemsch Stefan;;29;36.75;8;8.5;0;0.0;8.5
o;14;17.0;Hodel Joel;;31;35.5;13;17.25;-1;0.25;8.5
o;19;25.5;Peter Lukas;;31;35.5;19;25.5;0;0.0;8.5

36b;Bürli Daniel;;;;;;;;;;34.0
o;;;Müller Silvio;;;;;;;;8.5
o;8;8.5;Kretz Marius (2006);;32;35.25;8;8.5;0;0.0;8.5
o;14;17.0;Egli Samuel;;31;35.5;14;17.0;0;0.0;8.5
o;19;25.5;Stübi Noël (2004);;26;52.75;17;26.0;-2;0.5;8.5

36c;Birrer Jonas (2006);;;;;;;;;;34.0
o;;;Füglister Stefan;;;;;;;;8.5
o;8;8.5;Zemp Simon;;19;54.5;8;8.5;0;0.0;8.5
o;14;17.0;Zgraggen Mario (2006);;26;52.75;13;17.25;-1;0.25;8.5
o;19;25.5;Würsch Andrin (2006);;31;35.5;19;25.5;0;0.0;8.5

36d;Schneider Linus (2006);;;;;;;;;;34.0
o;;;Bullakaj Benhard;;;;;;;;8.5
o;8;8.5;Odermatt Andreas;;26;52.75;7;8.75;-1;0.25;8.5
o;14;17.0;Arnold Linus (2004);;26;52.75;13;17.25;-1;0.25;8.5
o;19;25.5;Albisser Jannik;;31;35.5;19;25.5;0;0.0;8.5

36e;Fischer Silvan (2006);;;;;;;;;;34.0
o;;;Schöpfer Elias (2004);;;;;;;;8.5
o;8;8.5;Gut Koni;;11;56.5;8;8.5;0;0.0;8.5
o;14;17.0;Ulrich Damian;;21;54.0;14;17.0;0;0.0;8.5
o;19;25.5;Lustenberger Roman (2006);;31;35.5;18;25.75;-1;0.25;8.5

36f;Haller Jan (2004);;;;;;;;;;34.0
o;;;Rölli Ueli (2006);;;;;;;;8.5
o;8;8.5;Zimmermann Gian (2004);;17;55.0;8;8.5;0;0.0;8.5
o;14;17.0;Arnold Livio (2004);;26;52.75;13;17.25;-1;0.25;8.5
o;19;25.5;Renggli Silvan (2006);;31;35.5;19;25.5;0;0.0;8.5

36g;Dubach Michael (2006);;;;;;;;;;34.0
o;;;Grüter Philip (2004);;;;;;;;8.5
o;8;8.5;Auf der Maur Michael;;20;54.25;7;8.75;-1;0.25;8.5
o;14;17.0;Köpﬂi Mario (2005);;21;54.0;14;17.0;0;0.0;8.5
o;19;25.5;Petermann Elia (2006);;32;35.25;19;25.5;0;0.0;8.5

36h;Bossert Simon (2006);;;;;;;;;;34.0
o;;;Friedli Jonas;;;;;;;;8.5
o;8;8.5;Koch Florian;;32;35.25;8;8.5;0;0.0;8.5
o;14;17.0;Eberli Jonas (2005);;31;35.5;14;17.0;0;0.0;8.5
o;19;25.5;Schwyzer Flurin (2006);;32;35.25;19;25.5;0;0.0;8.5

36i;Kunz Pascal (2004);;;;;;;;;;34.0
o;;;Bucher Manuel (2006);;;;;;;;8.5
o;8;8.5;Waser Kevin (2006);;19;54.5;8;8.5;0;0.0;8.5
o;14;17.0;Meyer Joel (2004);;25;53.0;12;17.5;-2;0.5;8.5
o;19;25.5;Stübi Nevio (2006);;26;52.75;18;25.75;-1;0.25;8.5

37a;Widmer Adrian;*;;;;;;;;;27.25
-;;;Schnider Markus;*;;;;;;;8.75
+;7;8.75;Zumstein Patrick;;20;54.25;4;10.0;-3;1.25;9.75
-;9;18.5;Zemp Simon;;19;54.5;9;18.5;0;0.0;8.75

38a;Inderbitzin Daniel;*;;;;;;;;;27.0
o;;;Fellmann Roman;**;;;;;;;8.5
+;8;8.5;Portmann Curdin;;16;55.25;5;9.75;-3;1.25;10.0
o;9;18.5;Scherrer Fabian;*;9;57.0;8;18.75;-1;0.25;8.5

39a;Schnüriger Kevin (2004);;;;;;;;;;17.0
o;;;Muff Gianluca (2006);;;;;;;;8.5
o;8;8.5;Thalmann Adrian;;2;110.0;1;18.5;-7;10.0;8.5

40a;Fankhauser Marco;**;;;;;;;;;9.75
+;;;Bissig Lukas;*;;;;;;;9.75

