5354-2022-05-15_97_Schwyzer_Kantonales_Schwing-_und_Aelplerfest-ST

1a;Schuler Alex;***;;;;;;;;;111.25
-;;;Marty Remo (2005);;;;;;;;8.75
-;5;8.75;von Rotz Adrian (2006);;21;53.5;5;8.75;0;0.0;8.75
o;11;17.5;Spichtig Clemens;;17;54.5;12;17.25;1;-0.25;8.5
o;16;26.0;Kryenbühl Mauro (2005);;21;53.5;14;26.75;-2;0.75;8.5

32a;Schuler Koni;;;;;;;;;;34.25
o;;;Baumann Marco;;;;;;;;8.5
o;6;8.5;Waser Kevin (2006);;19;54.0;6;8.5;0;0.0;8.5
-;13;17.0;Omlin David (2006);;30;34.75;12;17.25;-1;0.25;8.75
o;17;25.75;Schmid Pirmin;;28;35.5;17;25.75;0;0.0;8.5

32b;Marty Remo (2005);;;;;;;;;;34.25
-;;;Furrer Alex;;;;;;;;8.75
o;5;8.75;Briker Raphael (2006);;21;53.5;4;9.0;-1;0.25;8.5
o;12;17.25;Gasser Dominik 1;;18;54.25;12;17.25;0;0.0;8.5
o;17;25.75;Stübi Noël (2004);;24;52.75;17;25.75;0;0.0;8.5

32c;Nideröst Remo (2005);;;;;;;;;;34.25
o;;;Ziegler Elias;;;;;;;;8.5
o;6;8.5;von Ah Quirin;;25;44.25;6;8.5;0;0.0;8.5
o;13;17.0;Ettlin Kevin;;28;35.5;13;17.0;0;0.0;8.75
o;17;25.75;Furrer Jens;;28;35.5;17;25.75;0;0.0;8.5

33a;Pfrunder Adrian (2006);;;;;;;;;;34.0
o;;;Arnold Adrian (2004);;;;;;;;8.5
o;6;8.5;Müller Ueli (2006);;29;35.25;6;8.5;0;0.0;8.5
o;13;17.0;Vogler Noah (2006);;28;35.5;13;17.0;0;0.0;8.5
o;18;25.5;Ulrich Damian;;28;35.5;18;25.5;0;0.0;8.5

33b;Stadelmann Lukas (2006);;;;;;;;;;34.0
o;;;Müller Adrian (2006);;;;;;;;8.5
o;6;8.5;Suter Nicola (2005);;28;35.5;6;8.5;0;0.0;8.5
o;13;17.0;Füglister Stefan;;28;35.5;12;17.25;-1;0.25;8.5
o;18;25.5;von Rotz Adrian (2006);;21;53.5;16;26.0;-2;0.5;8.5

33c;Rusterholz Timon (2006);;;;;;;;;;34.0
o;;;Laimbacher Severin (2006);;;;;;;;8.5
o;6;8.5;Theiler Andre;;15;55.0;6;8.5;0;0.0;8.5
o;13;17.0;Richardson Patrick;;29;35.25;13;17.0;0;0.0;8.5
o;18;25.5;Pfyl Reto (2006);;28;35.5;18;25.5;0;0.0;8.5

33d;Suter Manuel (2006);;;;;;;;;;34.0
o;;;Stalder Silvan;;;;;;;;8.5
o;6;8.5;Berwert Eddy (2006);;28;35.5;6;8.5;0;0.0;8.5
o;13;17.0;Krieg Silvan;;28;35.5;13;17.0;0;0.0;8.5
o;18;25.5;Bösch Dario;;28;35.5;18;25.5;0;0.0;8.5

33e;Keller Philipp (2006);;;;;;;;;;34.0
o;;;Arnold Manuel (2006);;;;;;;;8.5
o;6;8.5;Stübi Nevio (2006);;28;35.5;6;8.5;0;0.0;8.5
o;13;17.0;Koller Robin (2006);;29;35.25;13;17.0;0;0.0;8.5
o;18;25.5;Birchler Kilian;;28;35.5;18;25.5;0;0.0;8.5

33f;Betschart Fabian 2 (2006);;;;;;;;;;34.0
o;;;von Flüe Silvan (2004);;;;;;;;8.5
o;6;8.5;Häller Nick;;19;54.0;6;8.5;0;0.0;8.5
o;13;17.0;Rohrer Michael;;24;52.75;12;17.25;-1;0.25;8.5
o;18;25.5;von Moos Nico (2006);;29;35.25;18;25.5;0;0.0;8.5

34a;von Flüe Silvan (2004);;;;;;;;;;27.0
+;;;Betschart Fabian 2 (2006);;;;;;;;10.0
o;2;10.0;Kenel Franz-Toni;*;12;55.75;5;8.75;3;-1.25;8.5
o;7;18.5;Stalder Silvan;;19;54.0;7;18.5;0;0.0;8.5

34b;Suter Samuel;*;;;;;;;;;27.0
o;;;Bucher Thomas;*;;;;;;;8.5
-;6;8.5;Waser Raphael;;12;55.75;2;10.0;-4;1.5;8.75
+;12;17.25;Köpﬂi Mario (2005);;29;35.25;8;18.25;-4;1.0;9.75

34c;Arnold Raphael;**;;;;;;;;;27.0
o;;;Bürli Roger;**;;;;;;;8.5
+;6;8.5;Roth Marco (2004);;29;35.25;3;9.75;-3;1.25;10.0
o;7;18.5;Lemmenmeier Lukas;*;11;56.0;7;18.5;0;0.0;8.5

35a;Wallimann Remo;*;;;;;;;;;25.5
o;;;Blaser Theo;*;;;;;;;8.5
o;6;8.5;Appert Silvan;;7;57.0;2;10.0;-4;1.5;8.5
o;13;17.0;Andermatt Reto;;14;55.25;8;18.25;-5;1.25;8.5

36a;Herger Matthias;**;;;;;;;;;8.75
o;;;Wicki Joel;***;;;;;;;8.75

37a;Gabriel Christian;;;;;;;;;;8.5
o;;;Huser Christian;;;;;;;;8.5

