2779-2019-06-30_124_Nordostschweizer_Schwingfest-ST

1a;Orlik Armon;***;;;;;;;;;58.75
o;14;45.25;Lanter Christian;*;14;54.75;15;45.0;1;-0.25;8.75

17d;Ziegler Andreas (2002);;;;;;;;;;54.0
o;;;Kiener Raphael;;;;;;;;8.5
+;5;8.5;Brülisauer Dominik (2001);;29;34.5;5;8.5;0;0.0;9.75
-;7;18.25;Lanter Christian;*;14;54.75;8;17.75;1;-0.5;8.75
-;10;27.0;Kammermann Thomas;*;27;35.0;13;26.25;3;-0.75;8.75
o;13;35.75;Bürgler Patrick;;17;54.0;13;35.75;0;0.0;8.5
+;18;44.25;Knellwolf Sebastian (2001);;23;52.5;19;44.0;1;-0.25;9.75

17e;Rüegg Roman;*;;;;;;;;;54.0
+;;;Hugelshofer Lars (2001);*;;;;;;;9.75
o;2;9.75;Krähenbühl Tobias;***;4;57.25;4;8.75;2;-1.0;8.5
o;7;18.25;Wehrli Jan (2002);;16;54.25;5;18.75;-2;0.5;8.5
+;11;26.75;Langenegger Beat;;23;52.5;10;27.0;-1;0.25;9.75
-;10;36.5;Jörger Marc;*;10;55.75;8;37.0;-2;0.5;8.75
-;14;45.25;Kolb Pirmin (2001);*;16;54.25;13;45.5;-1;0.25;8.75

17f;Schiesser Patrik;;;;;;;;;;54.0
o;;;Rüegg Patrick;;;;;;;;8.5
o;5;8.5;Giger Florian (2001);;23;52.5;4;8.75;-1;0.25;8.5
o;11;17.0;Gartmann Mauro;*;7;56.5;8;17.75;-3;0.75;8.5
+;16;25.5;Wenger Dominic;;31;34.0;16;25.5;0;0.0;10.0
+;14;35.5;Büsser André;*;23;52.5;14;35.5;0;0.0;10.0
o;13;45.5;Schudel Simon;*;11;55.5;13;45.5;0;0.0;8.5

17g;Baumgartner Ramon (2002);;;;;;;;;;54.0
+;;;Knecht Remo (2002);;;;;;;;9.75
-;2;9.75;Zbinden Marc;*;34;17.25;5;8.5;3;-1.25;8.75
o;6;18.5;Wittenwiler Roman;*;12;55.25;6;18.5;0;0.0;8.5
o;10;27.0;Schmid Patrick;*;9;56.0;9;27.25;-1;0.25;8.5
o;14;35.5;Schwyn Patrick;;16;54.25;14;35.5;0;0.0;8.5
+;19;44.0;Giger Florian (2001);;23;52.5;19;44.0;0;0.0;10.0

17h;Rüegg Patrick;;;;;;;;;;54.0
+;;;Schiesser Patrik;;;;;;;;9.75
+;2;9.75;Jörger Corsin;*;16;54.25;4;8.75;2;-1.0;9.75
-;3;19.5;Bernold Christian;**;8;56.25;7;18.25;4;-1.25;8.75
o;5;28.25;Gmür Pirmin;**;7;56.5;10;27.0;5;-1.25;8.75
o;8;37.0;Biäsch Christian;*;11;55.5;8;37.0;0;0.0;8.5
o;13;45.5;Wolfer Lukas;*;13;55.0;14;45.25;1;-0.25;8.5

17i;Rhyner Beni;;;;;;;;;;54.0
-;;;Giger Florian (2001);;;;;;;;8.75
+;4;8.75;Nüesch Remo (2001);;31;34.0;5;8.5;1;-0.25;9.75
o;6;18.5;Neff Florian;*;14;54.75;6;18.5;0;0.0;8.5
o;10;27.0;Schudel Simon;*;11;55.5;10;27.0;0;0.0;8.5
+;14;35.5;Ackermann Rico (2003);;22;52.75;14;35.5;0;0.0;10.0
o;13;45.5;Rotach Lars;*;11;55.5;13;45.5;0;0.0;8.5

18a;Kolb This (2003);;;;;;;;;;53.75
+;;;Gerig Marcel;;;;;;;;10.0
-;1;10.0;Jöhl Christian;*;16;54.25;5;8.5;4;-1.5;9.0
o;4;19.0;Geisser Lars;**;6;56.75;7;18.25;3;-0.75;8.75
-;7;27.75;Keller Andreas;*;29;34.5;15;25.75;8;-2.0;8.75
o;10;36.5;Nock Benjamin (2001);*;11;55.5;8;37.0;-2;0.5;8.5
o;15;45.0;Breitenmoser Simon;;15;54.5;16;44.75;1;-0.25;8.75

18b;Castelli Fabio;;;;;;;;;;53.75
+;;;Arnold Christian;;;;;;;;10.0
o;1;10.0;Blaser Christian;*;7;56.5;5;8.5;4;-1.5;8.75
o;5;18.75;Nock Benjamin (2001);*;11;55.5;6;18.5;1;-0.25;8.5
o;9;27.25;Straub Robin;*;8;56.25;8;27.5;-1;0.25;8.5
-;13;35.75;Breitenmoser Simon;;15;54.5;13;35.75;0;0.0;9.0
-;16;44.75;Roth Michael;;19;53.5;16;44.75;0;0.0;9.0

18c;Schnyder Christian;;;;;;;;;;53.75
+;;;Granwehr Adrian (2003);;;;;;;;10.0
o;1;10.0;Bärtsch Fabian;*;12;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Breitenmoser Manuel;*;11;55.5;6;18.5;0;0.0;8.5
+;10;27.0;Tremp Remo;;26;35.25;11;26.75;1;-0.25;9.75
o;9;36.75;Aerne Christian;*;16;54.25;12;36.0;3;-0.75;8.5
o;14;45.25;Poltera Andrin;*;11;55.5;13;45.5;-1;0.25;8.5

18d;Blaser Niklas;*;;;;;;;;;53.75
o;;;Heierli Pascal;*;;;;;;;8.5
o;5;8.5;Schudel Simon;*;11;55.5;5;8.5;0;0.0;8.5
+;11;17.0;Steiner Lukas (2002);;30;34.25;11;17.0;0;0.0;10.0
o;10;27.0;Mettler Valentin;*;13;55.0;10;27.0;0;0.0;8.5
+;14;35.5;Ackermann Roman;;23;52.5;14;35.5;0;0.0;9.75
o;14;45.25;Wetter Silvan;*;13;55.0;14;45.25;0;0.0;8.5

18e;Wild Thomas;;;;;;;;;;53.75
+;;;Mathis Patrick;;;;;;;;9.75
o;2;9.75;Dändliker Shane;**;8;56.25;4;8.75;2;-1.0;8.5
-;7;18.25;Ott Dominik;*;28;34.75;10;17.25;3;-1.0;8.75
+;10;27.0;Buchmann Michael;;20;53.25;10;27.0;0;0.0;9.75
o;9;36.75;Wittenwiler Roman;*;12;55.25;9;36.75;0;0.0;8.5
o;14;45.25;Marty Jaime;*;12;55.25;14;45.25;0;0.0;8.5

18f;Thoma Christoph;;;;;;;;;;53.75
+;;;Egli Martin;;;;;;;;10.0
o;1;10.0;Oettli Silvio;*;12;55.25;5;8.5;4;-1.5;8.5
+;6;18.5;Jörger Corsin;*;16;54.25;9;17.5;3;-1.0;9.75
o;5;28.25;Wey Nicola;*;11;55.5;4;28.5;-1;0.25;8.5
o;9;36.75;Rüegg Fabian;*;12;55.25;8;37.0;-1;0.25;8.5
o;14;45.25;Bärtsch Fabian;*;12;55.25;13;45.5;-1;0.25;8.5

19a;Roth Michael;;;;;;;;;;53.5
+;;;Tobler Pius (2001);;;;;;;;9.75
-;2;9.75;Lehmann Philipp;*;12;55.25;5;8.5;3;-1.25;9.0
o;5;18.75;Biäsch Christian;*;11;55.5;6;18.5;1;-0.25;8.5
o;9;27.25;Poltera Andrin;*;11;55.5;10;27.0;1;-0.25;8.75
o;12;36.0;Kolb Pirmin (2001);*;16;54.25;13;35.75;1;-0.25;8.75
-;16;44.75;Castelli Fabio;;18;53.75;16;44.75;0;0.0;8.75

19b;Burkhard Tobias;;;;;;;;;;53.5
+;;;Ackermann Roman;;;;;;;;9.75
o;2;9.75;Schlegel Reto;*;13;55.0;5;8.5;3;-1.25;8.5
o;7;18.25;Schläpfer Matthias;*;13;55.0;6;18.5;-1;0.25;8.5
+;11;26.75;Inauen Aurel;;21;53.0;10;27.0;-1;0.25;9.75
o;10;36.5;Gartmann Mauro;*;7;56.5;10;36.5;0;0.0;8.5
o;15;45.0;Mettler Valentin;*;13;55.0;14;45.25;-1;0.25;8.5

19c;Signer Andy (2003);;;;;;;;;;53.5
o;;;Inauen Aurel;;;;;;;;8.5
-;5;8.5;Lanter Christian;*;14;54.75;4;8.75;-1;0.25;9.0
o;9;17.5;Lehmann Philipp;*;12;55.25;9;17.5;0;0.0;8.5
+;14;26.0;Nüesch Remo (2001);;31;34.0;16;25.5;2;-0.5;9.75
-;13;35.75;Ammann Rico;*;15;54.5;13;35.75;0;0.0;9.0
-;16;44.75;Pianta Christian;*;19;53.5;16;44.75;0;0.0;8.75

19d;Pianta Christian;*;;;;;;;;;53.5
-;;;Poltera Andrin;*;;;;;;;8.75
-;4;8.75;Bickel Roman;*;29;34.5;5;8.5;1;-0.25;8.75
+;9;17.5;Ackermann Rico (2003);;22;52.75;6;18.5;-3;1.0;10.0
o;8;27.5;Ott Damian;**;9;56.0;8;27.5;0;0.0;8.5
-;12;36.0;Fontana Michael;*;15;54.5;12;36.0;0;0.0;8.75
-;16;44.75;Signer Andy (2003);;19;53.5;16;44.75;0;0.0;8.75
-;19;53.5;Oertle Daniel;*;14;54.75;14;54.75;-5;1.25;0.0

20a;Buchmann Michael;;;;;;;;;;53.25
+;;;Brülisauer Dominik (2001);;;;;;;;10.0
o;1;10.0;Bühler Hannes;*;10;55.75;4;8.75;3;-1.25;8.5
o;6;18.5;Wolfer Lukas;*;13;55.0;7;18.25;1;-0.25;8.5
o;10;27.0;Wild Thomas;;18;53.75;10;27.0;0;0.0;8.75
-;13;35.75;Inauen Aurel;;21;53.0;14;35.5;1;-0.25;9.0
o;16;44.75;Hugelshofer Lars (2001);*;12;55.25;14;45.25;-2;0.5;8.5

21a;Badat Thomas;;;;;;;;;;53.0
o;;;Schuler Martin;;;;;;;;8.5
+;5;8.5;Furrer Damian;;30;34.25;5;8.5;0;0.0;10.0
-;6;18.5;Bickel Roman;*;29;34.5;10;17.25;4;-1.25;9.0
o;8;27.5;Dändliker Shane;**;8;56.25;9;27.25;1;-0.25;8.5
o;12;36.0;Lehmann Philipp;*;12;55.25;11;36.25;-1;0.25;8.5
o;17;44.5;Ammann Rico;*;15;54.5;16;44.75;-1;0.25;8.5

21b;Büsser Remo;;;;;;;;;;53.0
+;;;Langenegger Beat;;;;;;;;10.0
-;1;10.0;Kammermann Thomas;*;27;35.0;4;8.75;3;-1.25;8.75
o;5;18.75;Schläpfer Markus;**;6;56.75;2;19.75;-3;1.0;8.5
o;9;27.25;Bühler Hannes;*;10;55.75;9;27.25;0;0.0;8.5
-;13;35.75;Keller Lukas;;16;54.25;13;35.75;0;0.0;8.75
o;17;44.5;Fontana Michael;*;15;54.5;16;44.75;-1;0.25;8.5

21c;Inauen Aurel;;;;;;;;;;53.0
+;;;Signer Andy (2003);;;;;;;;10.0
o;1;10.0;Wickli Beat;**;9;56.0;5;8.5;4;-1.5;8.5
o;6;18.5;Baumann Rico;*;8;56.25;5;18.75;-1;0.25;8.5
o;10;27.0;Burkhard Tobias;;19;53.5;11;26.75;1;-0.25;8.5
-;14;35.5;Buchmann Michael;;20;53.25;13;35.75;-1;0.25;9.0
o;17;44.5;Burkhard Patrick;*;15;54.5;17;44.5;0;0.0;8.5

22a;Ackermann Rico (2003);;;;;;;;;;52.75
o;;;Galli Cedric (2001);;;;;;;;8.5
+;5;8.5;Steiner Lukas (2002);;30;34.25;5;8.5;0;0.0;10.0
o;6;18.5;Pianta Christian;*;19;53.5;9;17.5;3;-1.0;8.5
o;10;27.0;Bollhalder Manuel (2001);*;14;54.75;9;27.25;-1;0.25;8.5
o;14;35.5;Rhyner Beni;;17;54.0;14;35.5;0;0.0;8.75
o;18;44.25;Jöhl Christian;*;16;54.25;18;44.25;0;0.0;8.5

23a;Ackermann Roman;;;;;;;;;;52.5
o;;;Burkhard Tobias;;;;;;;;8.5
o;5;8.5;Egli Martin;;13;55.0;5;8.5;0;0.0;8.5
o;11;17.0;Kolb Pirmin (2001);*;16;54.25;9;17.5;-2;0.5;8.5
+;16;25.5;Baumgartner Joël;;31;34.0;16;25.5;0;0.0;10.0
o;14;35.5;Blaser Niklas;*;18;53.75;14;35.5;0;0.0;8.5
o;19;44.0;Schwyn Adrian;*;16;54.25;18;44.25;-1;0.25;8.5

23b;Langenegger Beat;;;;;;;;;;52.5
o;;;Büsser Remo;;;;;;;;8.5
+;5;8.5;Arnold Christian;;26;35.25;5;8.5;0;0.0;10.0
o;6;18.5;Mettler Valentin;*;13;55.0;10;17.25;4;-1.25;8.5
o;10;27.0;Rüegg Roman;*;17;54.0;11;26.75;1;-0.25;8.5
o;14;35.5;Rotach Lars;*;11;55.5;13;35.75;-1;0.25;8.5
o;19;44.0;Keller Lukas;;16;54.25;17;44.5;-2;0.5;8.5

23c;Büsser André;*;;;;;;;;;52.5
o;;;Schläpfer Matthias;*;;;;;;;8.5
-;5;8.5;Schwyn Adrian;*;16;54.25;5;8.5;0;0.0;8.75
+;10;17.25;Galli Cedric (2001);;26;35.25;7;18.25;-3;1.0;9.75
o;10;27.0;Arztmann Beda;*;7;56.5;11;26.75;1;-0.25;8.5
o;14;35.5;Schiesser Patrik;;17;54.0;14;35.5;0;0.0;8.5
o;19;44.0;Fejzaj Naim;**;16;54.25;18;44.25;-1;0.25;8.5

23d;Giger Florian (2001);;;;;;;;;;52.5
-;;;Rhyner Beni;;;;;;;;8.75
+;4;8.75;Schiesser Patrik;;17;54.0;5;8.5;1;-0.25;9.75
o;6;18.5;Funk Nicola;*;16;54.25;10;17.25;4;-1.25;8.5
o;10;27.0;Schlegel Werner (2002);*;5;57.0;9;27.25;-1;0.25;8.5
o;14;35.5;Keller Manuel;*;17;54.0;13;35.75;-1;0.25;8.5
o;19;44.0;Baumgartner Ramon (2002);;17;54.0;19;44.0;0;0.0;8.5

23e;Knellwolf Sebastian (2001);;;;;;;;;;52.5
o;;;Tremp Remo;;;;;;;;8.5
+;5;8.5;Granwehr Adrian (2003);;31;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Fausch Kjetil;*;10;55.75;7;18.25;1;-0.25;8.5
o;10;27.0;Oettli Silvio;*;12;55.25;10;27.0;0;0.0;8.5
o;14;35.5;Krähenbühl Lukas;*;16;54.25;13;35.75;-1;0.25;8.5
o;19;44.0;Ziegler Andreas (2002);;17;54.0;18;44.25;-1;0.25;8.5

24a;Peng Mike;***;;;;;;;;;44.5
o;;;Schneider Mario;**;;;;;;;8.5
+;5;8.5;Schmidlin Tobias (2001);*;10;55.75;1;10.0;-4;1.5;9.75
-;7;18.25;Straub Robin;*;8;56.25;5;18.75;-2;0.5;8.75
-;10;27.0;Aerne Christian;*;16;54.25;9;27.25;-1;0.25;8.75
-;13;35.75;Alder Armin;*;16;54.25;9;36.75;-4;1.0;8.75

25a;Riget Tobias;**;;;;;;;;;37.5
-;;;Burkhalter Stefan;***;;;;;;;8.75
+;4;8.75;Hänni Marc (2001);;26;35.25;2;9.75;-2;1.0;10.0
+;5;18.75;Schudel Simon;*;11;55.5;6;18.5;1;-0.25;10.0
o;3;28.75;Krähenbühl Tobias;***;4;57.25;3;28.75;0;0.0;8.75

26a;Kiener Raphael;;;;;;;;;;35.25
+;;;Ziegler Andreas (2002);;;;;;;;9.75
o;2;9.75;Jörger Marc;*;10;55.75;5;8.5;3;-1.25;8.5
o;7;18.25;Räbsamen Marcel;*;12;55.25;7;18.25;0;0.0;8.5
o;11;26.75;Horner Sämi;;16;54.25;10;27.0;-1;0.25;8.5

26b;Galli Cedric (2001);;;;;;;;;;35.25
+;;;Ackermann Rico (2003);;;;;;;;9.75
o;2;9.75;Bernold Michael;*;12;55.25;4;8.75;2;-1.0;8.5
o;7;18.25;Büsser André;*;23;52.5;10;17.25;3;-1.0;8.5
o;11;26.75;Bärtsch Fabian;*;12;55.25;10;27.0;-1;0.25;8.5

26c;Tremp Remo;;;;;;;;;;35.25
+;;;Knellwolf Sebastian (2001);;;;;;;;9.75
o;2;9.75;Schlegel Sandro;**;10;55.75;4;8.75;2;-1.0;8.5
o;7;18.25;Hugelshofer Lars (2001);*;12;55.25;7;18.25;0;0.0;8.5
o;11;26.75;Schnyder Christian;;18;53.75;10;27.0;-1;0.25;8.5

26d;Arnold Christian;;;;;;;;;;35.25
o;;;Castelli Fabio;;;;;;;;8.5
o;5;8.5;Langenegger Beat;;23;52.5;5;8.5;0;0.0;8.5
+;11;17.0;Keller Werner;*;30;34.25;10;17.25;-1;0.25;9.75
o;11;26.75;Lanter Christian;*;14;54.75;12;26.5;1;-0.25;8.5

26e;Tobler Pius (2001);;;;;;;;;;35.25
o;;;Roth Michael;;;;;;;;8.5
o;5;8.5;Mathis Patrick;;32;18.5;5;8.5;0;0.0;8.5
o;11;17.0;Koller Fabian;*;16;54.25;9;17.5;-2;0.5;8.5
+;16;25.5;Granwehr Adrian (2003);;31;34.0;16;25.5;0;0.0;9.75

26f;Hänni Marc (2001);;;;;;;;;;35.25
+;;;Baumgartner Joël;;;;;;;;9.75
o;2;9.75;Riget Tobias;**;25;37.5;4;8.75;2;-1.0;8.5
o;7;18.25;Inauen Andreas;*;13;55.0;7;18.25;0;0.0;8.5
o;11;26.75;Niederer Andreas (2002);;17;54.0;11;26.75;0;0.0;8.5

27a;Kammermann Thomas;*;;;;;;;;;35.0
-;;;Wetter Silvan;*;;;;;;;8.75
-;4;8.75;Büsser Remo;;21;53.0;1;10.0;-3;1.25;8.75
-;9;17.5;Breitenmoser Simon;;15;54.5;6;18.5;-3;1.0;8.75
-;13;26.25;Ziegler Andreas (2002);;17;54.0;10;27.0;-3;0.75;8.75

28a;Gerig Marcel;;;;;;;;;;34.75
o;;;Kolb This (2003);;;;;;;;8.5
-;5;8.5;Knecht Remo (2002);;28;34.75;4;8.75;-1;0.25;8.75
-;10;17.25;Keller Andreas;*;29;34.5;11;17.0;1;-0.25;8.75
-;14;26.0;Brülisauer Dominik (2001);;29;34.5;15;25.75;1;-0.25;8.75

28b;Knecht Remo (2002);;;;;;;;;;34.75
o;;;Baumgartner Ramon (2002);;;;;;;;8.75
-;4;8.75;Gerig Marcel;;28;34.75;5;8.5;1;-0.25;8.75
o;9;17.5;Alder Armin;*;16;54.25;11;17.0;2;-0.5;8.75
o;13;26.25;Jörger Corsin;*;16;54.25;14;26.0;1;-0.25;8.5

28c;Ott Dominik;*;;;;;;;;;34.75
o;;;Riget Florian;*;;;;;;;8.75
o;4;8.75;Oertle Daniel;*;14;54.75;3;9.0;-1;0.25;8.5
-;10;17.25;Wild Thomas;;18;53.75;7;18.25;-3;1.0;9.0
o;13;26.25;Wetter Silvan;*;13;55.0;11;26.75;-2;0.5;8.5

29a;Brülisauer Dominik (2001);;;;;;;;;;34.5
o;;;Buchmann Michael;;;;;;;;8.5
o;5;8.5;Ziegler Andreas (2002);;17;54.0;5;8.5;0;0.0;8.5
-;11;17.0;Wetter Silvan;*;13;55.0;8;17.75;-3;0.75;8.75
-;15;25.75;Gerig Marcel;;28;34.75;14;26.0;-1;0.25;8.75

29b;Bickel Roman;*;;;;;;;;;34.5
o;;;Dörig Erich;*;;;;;;;8.5
-;5;8.5;Pianta Christian;*;19;53.5;4;8.75;-1;0.25;8.75
-;10;17.25;Badat Thomas;;21;53.0;6;18.5;-4;1.25;8.75
o;14;26.0;Alder Armin;*;16;54.25;11;26.75;-3;0.75;8.5

29c;Keller Andreas;*;;;;;;;;;34.5
o;;;Krähenbühl Lukas;*;;;;;;;8.5
o;5;8.5;Straub Robin;*;8;56.25;4;8.75;-1;0.25;8.5
-;11;17.0;Gerig Marcel;;28;34.75;10;17.25;-1;0.25;8.75
-;15;25.75;Kolb This (2003);;18;53.75;7;27.75;-8;2.0;8.75

30a;Furrer Damian;;;;;;;;;;34.25
o;;;Horner Sämi;;;;;;;;8.5
o;5;8.5;Badat Thomas;;21;53.0;5;8.5;0;0.0;8.5
o;11;17.0;Jöhl Christian;*;16;54.25;10;17.25;-1;0.25;8.5
-;16;25.5;Steiner Lukas (2002);;30;34.25;16;25.5;0;0.0;8.75

30b;Keller Werner;*;;;;;;;;;34.25
o;;;Wolfer Lukas;*;;;;;;;8.5
-;5;8.5;Koller Fabian;*;16;54.25;5;8.5;0;0.0;8.75
o;10;17.25;Arnold Christian;;26;35.25;11;17.0;1;-0.25;8.5
o;15;25.75;Egli Martin;;13;55.0;10;27.0;-5;1.25;8.5

30c;Steiner Lukas (2002);;;;;;;;;;34.25
o;;;Keller Lukas;;;;;;;;8.5
o;5;8.5;Ackermann Rico (2003);;22;52.75;5;8.5;0;0.0;8.5
o;11;17.0;Blaser Niklas;*;18;53.75;11;17.0;0;0.0;8.5
-;16;25.5;Furrer Damian;;30;34.25;16;25.5;0;0.0;8.75

31a;Nüesch Remo (2001);;;;;;;;;;34.0
o;;;Breitenmoser Simon;;;;;;;;8.5
o;5;8.5;Rhyner Beni;;17;54.0;4;8.75;-1;0.25;8.5
o;11;17.0;Burkhard Patrick;*;15;54.5;10;17.25;-1;0.25;8.5
o;16;25.5;Signer Andy (2003);;19;53.5;14;26.0;-2;0.5;8.5

31b;Baumgartner Joël;;;;;;;;;;34.0
o;;;Hänni Marc (2001);;;;;;;;8.5
o;5;8.5;Wehrli Jan (2002);;16;54.25;4;8.75;-1;0.25;8.5
o;11;17.0;Gwerder Andreas;**;14;54.75;11;17.0;0;0.0;8.5
o;16;25.5;Ackermann Roman;;23;52.5;16;25.5;0;0.0;8.5

31c;Granwehr Adrian (2003);;;;;;;;;;34.0
o;;;Schnyder Christian;;;;;;;;8.5
o;5;8.5;Knellwolf Sebastian (2001);;23;52.5;5;8.5;0;0.0;8.5
o;11;17.0;Fontana Michael;*;15;54.5;10;17.25;-1;0.25;8.5
o;16;25.5;Tobler Pius (2001);;26;35.25;16;25.5;0;0.0;8.5

31d;Wenger Dominic;;;;;;;;;;34.0
o;;;Bürgler Patrick;;;;;;;;8.5
o;5;8.5;Schwyn Patrick;;16;54.25;1;10.0;-4;1.5;8.5
o;11;17.0;Aerne Christian;*;16;54.25;10;17.25;-1;0.25;8.5
o;16;25.5;Schiesser Patrik;;17;54.0;16;25.5;0;0.0;8.5

32a;Mathis Patrick;;;;;;;;;;18.5
o;;;Wild Thomas;;;;;;;;8.5
+;5;8.5;Tobler Pius (2001);;26;35.25;5;8.5;0;0.0;10.0

33a;Käser Remo;***;;;;;;;;;17.5
-;;;Orlik Armon;***;;;;;;;9.0
o;3;9.0;Schläpfer Markus;**;6;56.75;1;10.0;-2;1.0;8.5

34a;Zbinden Marc;*;;;;;;;;;17.25
o;;;Geisser Lars;**;;;;;;;8.5
-;5;8.5;Baumgartner Ramon (2002);;17;54.0;2;9.75;-3;1.25;8.75

