5522-2022-05-26_Baselstaedtischer_Schwingertag-ST

1a;Giger Samuel;***;;;;;;;;;59.75

26a;Scherrer Johann;**;;;;;;;;;35.0
o;;;Hügli Kaj;**;;;;;;;8.5
-;5;8.5;Kehr Damian;;10;55.75;1;10.0;-4;1.5;8.75
-;9;17.25;Jehle Aaron (2005);;14;54.75;6;18.5;-3;1.25;9.0
-;12;26.25;Regenass Beat;;16;54.25;9;27.25;-3;1.0;8.75

26b;Kindlimann Fabian;***;;;;;;;;;35.0
-;;;Odermatt Adrian;**;;;;;;;8.75
-;4;8.75;Vieira Tiago;**;9;56.0;1;10.0;-3;1.25;8.75
-;8;17.5;Streich Sascha;*;10;55.75;5;18.75;-3;1.25;8.75
-;12;26.25;Mangold Michael;**;14;54.75;8;27.5;-4;1.25;8.75

27a;Arnold Kornel;*;;;;;;;;;34.75
-;;;Stüdeli Thomas;**;;;;;;;8.75
-;4;8.75;Späti Jan;;14;54.75;1;10.0;-3;1.25;8.75
-;8;17.5;Voggensperger Til (2004);;14;54.75;5;18.75;-3;1.25;8.5
-;13;26.0;Nyffenegger Florian;;19;53.5;9;27.25;-4;1.25;8.75

28a;Halbeisen Florian (2005);;;;;;;;;;34.25
-;;;Dahler Julian;;;;;;;;8.75
o;4;8.75;Meier Dario (2005);;30;26.75;5;8.5;1;-0.25;8.5
o;9;17.25;Müller Simon;;15;54.5;9;17.25;0;0.0;8.5
o;14;25.75;Buob Mike (2005);;22;52.5;14;25.75;0;0.0;8.5

28b;Reinhard Roman (2005);;;;;;;;;;34.25
o;;;Abt Robin;;;;;;;;8.75
o;4;8.75;Bader Fabian;**;9;56.0;5;8.5;1;-0.25;8.5
o;9;17.25;Burtschi Michael;;18;53.75;9;17.25;0;0.0;8.5
o;14;25.75;Stegmüller Klemens;*;11;55.5;10;27.0;-4;1.25;8.5

29a;Yeschiltepe Turgut (2006);;;;;;;;;;34.0
o;;;Müller Christian;;;;;;;;8.5
o;5;8.5;Furter Jannis (2004);;12;55.25;5;8.5;0;0.0;8.5
o;10;17.0;Herrmann Daniel;;25;35.25;10;17.0;0;0.0;8.5
o;15;25.5;Soland Marcel (2006);;25;35.25;15;25.5;0;0.0;8.5

29b;Seiser Kay-Steve;;;;;;;;;;34.0
o;;;Brugger Jonas;;;;;;;;8.5
o;5;8.5;Jehle Aaron (2005);;14;54.75;5;8.5;0;0.0;8.5
o;10;17.0;Nussbaumer Dominik;;25;35.25;10;17.0;0;0.0;8.5
o;15;25.5;Loosli Adrian;;22;52.5;14;25.75;-1;0.25;8.5

29c;Jüngling Pascal (2006);;;;;;;;;;34.0
o;;;Graber Colin;;;;;;;;8.5
o;5;8.5;Strebel Dominic (2005);;16;54.25;4;8.75;-1;0.25;8.5
o;10;17.0;Rodemerk Kevin;;25;35.25;10;17.0;0;0.0;8.5
o;15;25.5;Studer Louis (2004);;22;52.5;15;25.5;0;0.0;8.5

29d;Gehrig Nils (2006);;;;;;;;;;34.0
o;;;Vogt Sandro (2004);;;;;;;;8.5
o;5;8.5;Pradetto Diego (2006);;25;35.25;5;8.5;0;0.0;8.5
o;10;17.0;Nyffenegger Florian;;19;53.5;9;17.25;-1;0.25;8.5
o;15;25.5;Dahler Julian;;18;53.75;14;25.75;-1;0.25;8.5

30a;Meier Dario (2005);;;;;;;;;;26.75
o;;;Nussbaumer Gabriel;;;;;;;;8.5
+;5;8.5;Halbeisen Florian (2005);;28;34.25;4;8.75;-1;0.25;9.75
o;7;18.25;Imobersteg Matthias;**;24;35.5;10;17.0;3;-1.25;8.5

31a;Béguelin Elias (2006);;;;;;;;;;26.0
o;;;Kehr Damian;;;;;;;;8.5
o;5;8.5;Burren Dominik;;13;55.0;2;9.75;-3;1.25;8.5
-;10;17.0;Buob Mike (2005);;22;52.5;10;17.0;0;0.0;9.0

32a;Küng Marco;*;;;;;;;;;17.0
o;;;Gerber Andrj;*;;;;;;;8.5
o;5;8.5;Hermann Oliver;**;9;56.0;4;8.75;-1;0.25;8.5

33a;Allenbach Patrick;;;;;;;;;;8.5
o;;;Suter Jonas;;;;;;;;8.5

