4437-2019-05-19_96_Schwyzer_Kantonales_Schwing-_und_Aelplerfest-ST

1a;Schuler Alex;***;;;;;;;;;113.0
+;4;9.75;Ettlin Mario (2003);;31;35.5;3;10.0;-1;0.25;9.75
o;5;19.5;Pianta Christian;*;17;54.5;8;18.5;3;-1.0;8.5
o;10;28.0;Wey Nicola;*;14;55.25;13;27.25;3;-0.75;8.75
-;13;36.75;Ulrich Pascal;;12;55.75;12;37.0;-1;0.25;9.0
-;15;45.75;Ettlin Michael;;19;54.0;18;45.0;3;-0.75;9.0

16l;Schmidiger Marco;*;;;;;;;;;54.75
-;;;Kälin Remo;*;;;;;;;8.75
-;6;8.75;Hurschler Thomas;**;10;56.25;6;8.75;0;0.0;8.75
+;12;17.5;Kälin Markus (2001);;32;35.25;9;18.25;-3;0.75;9.75
-;13;27.25;Briker Hannes;;11;56.0;13;27.25;0;0.0;8.75
-;16;36.0;Gwerder Christian;**;21;53.5;16;36.0;0;0.0;8.75
+;19;44.75;Flück Bruno;;23;53.0;20;44.5;1;-0.25;10.0

16m;Wicki David;;;;;;;;;;54.75
+;;;Strickler Fabio (2001);;;;;;;;10.0
+;3;10.0;Andermatt Reto (2002);;32;35.25;4;9.75;1;-0.25;10.0
o;3;20.0;Heinzer Ronny;*;13;55.5;8;18.5;5;-1.5;8.5
-;8;28.5;Grab Martin;*;13;55.5;9;28.25;1;-0.25;9.0
-;10;37.5;Bürgler André;*;10;56.25;11;37.25;1;-0.25;8.75
o;13;46.25;Bienz Romeo;;8;56.75;10;47.0;-3;0.75;8.5

16n;Suter Bruno (2002);;;;;;;;;;54.75
-;;;Zimmermann Raffael;;;;;;;;8.75
+;6;8.75;Wyss Christian;;19;54.0;5;9.0;-1;0.25;10.0
-;7;18.75;Jöhl Christian;*;22;53.25;14;17.0;7;-1.75;9.0
o;11;27.75;Widmer Adrian;*;16;54.75;13;27.25;2;-0.5;8.5
+;15;36.25;Vogel Manuel;;13;55.5;12;37.0;-3;0.75;9.75
-;14;46.0;Gander Adrian;*;16;54.75;14;46.0;0;0.0;8.75

16o;Gwerder Beni;;;;;;;;;;54.75
+;;;Hürlimann Marco (2002);;;;;;;;9.75
+;4;9.75;Herger Marco (2002);;23;53.0;3;10.0;-1;0.25;9.75
+;5;19.5;Fink Bruno;*;15;55.0;8;18.5;3;-1.0;9.75
o;5;29.25;Herger Matthias;**;6;57.25;7;28.75;2;-0.5;8.5
o;9;37.75;Wüest David;;12;55.75;11;37.25;2;-0.5;8.5
o;13;46.25;Schärli Reto;;10;56.25;13;46.25;0;0.0;8.5

17a;Gisler Jonas (2001);*;;;;;;;;;54.5
o;;;Bürgler André;*;;;;;;;8.5
+;7;8.5;Jöhl Christian;*;22;53.25;7;8.5;0;0.0;10.0
+;8;18.5;Föhn Christian (2002);;23;53.0;7;18.75;-1;0.25;10.0
o;8;28.5;Ulrich Andreas;***;10;56.25;11;27.75;3;-0.75;8.5
-;12;37.0;von Euw Lukas (2002);;12;55.75;12;37.0;0;0.0;8.75
-;15;45.75;Suter Pirmin;;17;54.5;15;45.75;0;0.0;8.75

17b;Achermann Simon;;;;;;;;;;54.5
+;;;Arnold Kilian (2002);;;;;;;;10.0
o;3;10.0;Suter Pirmin;;17;54.5;3;10.0;0;0.0;8.5
-;8;18.5;Gassmann Michael;*;15;55.0;12;17.5;4;-1.0;8.75
+;13;27.25;Arnold Andreas;*;31;35.5;14;27.0;1;-0.25;10.0
o;11;37.25;Heinzer Stefan;**;2;112.25;2;73.75;-9;36.5;8.5
-;15;45.75;Pianta Christian;*;17;54.5;15;45.75;0;0.0;8.75

17c;Niederberger Markus;*;;;;;;;;;54.5
-;;;Schilter Daniel;*;;;;;;;8.75
o;6;8.75;Kälin Roland;**;6;57.25;6;8.75;0;0.0;8.5
+;13;17.25;Herger Flavio (2003);;31;35.5;8;18.5;-5;1.25;10.0
-;13;27.25;Schürpf Guido;;15;55.0;12;27.5;-1;0.25;8.75
o;16;36.0;Streiff Dominik;*;14;55.25;13;36.75;-3;0.75;8.5
+;20;44.5;von Rickenbach Pirmin (2002);;22;53.25;19;44.75;-1;0.25;10.0

17d;Kaufmann Reto (2002);;;;;;;;;;54.5
+;;;Camenzind Manuel;;;;;;;;10.0
o;3;10.0;Gwerder Fabian;;15;55.0;4;9.75;1;-0.25;8.5
o;8;18.5;Ming Christian;*;14;55.25;14;17.0;6;-1.5;8.5
-;14;27.0;Gander Benjamin;;17;54.5;14;27.0;0;0.0;9.0
-;16;36.0;Hurschler Adrian;;17;54.5;17;35.75;1;-0.25;8.75
+;19;44.75;Keller Janik;*;19;54.0;16;45.5;-3;0.75;9.75

17e;Spichtig Aldo;;;;;;;;;;54.5
+;;;Kaufmann Jens;;;;;;;;10.0
o;3;10.0;Jund Matthias;;11;56.0;3;10.0;0;0.0;8.5
-;8;18.5;Zgraggen Fabian;*;22;53.25;13;17.25;5;-1.25;8.75
-;13;27.25;Thalmann Thomas;*;22;53.25;13;27.25;0;0.0;8.75
+;16;36.0;Gisler Silvan (2002);;3;106.5;3;72.5;-13;36.5;9.75
-;15;45.75;Egli Adrian (2002);;18;54.25;16;45.5;1;-0.25;8.75

17f;Pianta Christian;*;;;;;;;;;54.5
+;;;Reichmuth Lukas;*;;;;;;;10.0
o;3;10.0;Müllestein Mike;***;8;56.75;6;8.75;3;-1.25;8.5
+;8;18.5;Suter Samuel;;16;54.75;5;19.5;-3;1.0;10.0
-;8;28.5;Kennel Beat;*;12;55.75;9;28.25;1;-0.25;8.75
o;11;37.25;Hegner Ueli;*;6;57.25;10;37.5;-1;0.25;8.5
-;15;45.75;Achermann Simon;;17;54.5;15;45.75;0;0.0;8.75

17g;Hurschler Adrian;;;;;;;;;;54.5
-;;;Wyss Sven (2001);;;;;;;;8.75
+;6;8.75;Müller Daniel (2002);;35;34.5;6;8.75;0;0.0;10.0
o;7;18.75;Fankhauser Reto;**;15;55.0;10;18.0;3;-0.75;8.5
o;13;27.25;von Flüe Michael;;14;55.25;14;27.0;1;-0.25;8.5
-;17;35.75;Kaufmann Reto (2002);;17;54.5;16;36.0;-1;0.25;8.75
+;20;44.5;Würsch Lars;*;20;53.75;17;45.25;-3;0.75;10.0

17h;Müller Roger;*;;;;;;;;;54.5
o;;;Waser Reto;*;;;;;;;8.5
o;7;8.5;Reichmuth Lukas;*;13;55.5;7;8.5;0;0.0;8.5
+;14;17.0;von Euw Lukas (2002);;12;55.75;8;18.5;-6;1.5;10.0
+;14;27.0;Styger Alex (2003);;22;53.25;13;27.25;-1;0.25;10.0
o;12;37.0;Reichmuth Armin;*;12;55.75;12;37.0;0;0.0;8.5
-;16;45.5;Zumstein Patrick;;16;54.75;15;45.75;-1;0.25;9.0

17i;Betschart Daniel;;;;;;;;;;54.5
+;;;von Matt Lars (2002);;;;;;;;9.75
+;4;9.75;Bühler Kilian;;28;45.25;4;9.75;0;0.0;10.0
-;4;19.75;Rohrer Ueli;*;26;46.0;6;19.0;2;-0.75;8.75
o;8;28.5;Ettlin Stefan;**;10;56.25;11;27.75;3;-0.75;8.5
-;12;37.0;Hodel Martin;;18;54.25;12;37.0;0;0.0;8.75
o;15;45.75;Jund Matthias;;11;56.0;14;46.0;-1;0.25;8.75

17j;Gander Benjamin;;;;;;;;;;54.5
o;;;Bienz Romeo;;;;;;;;8.5
+;7;8.5;Gemsch Stefan;;41;17.0;7;8.5;0;0.0;10.0
o;8;18.5;Hess Michael;*;8;56.75;11;17.75;3;-0.75;8.5
-;14;27.0;Kaufmann Reto (2002);;17;54.5;14;27.0;0;0.0;9.0
o;16;36.0;Bucher Christian;*;10;56.25;15;36.25;-1;0.25;8.5
+;20;44.5;Herger Marco (2002);;23;53.0;20;44.5;0;0.0;10.0

17k;Weber Ivo;;;;;;;;;;54.5
-;;;Bühler Patrice;;;;;;;;8.75
-;6;8.75;Grüter Marcel;;23;53.0;4;9.75;-2;1.0;8.75
+;12;17.5;Auf der Maur Michael;;34;34.75;12;17.5;0;0.0;10.0
+;12;27.5;Gasser Peter;*;14;55.25;14;27.0;2;-0.5;10.0
o;10;37.5;Langensand Stefan;*;12;55.75;11;37.25;1;-0.25;8.5
o;14;46.0;Murer Andy;**;11;56.0;14;46.0;0;0.0;8.5

17l;Bühler Patrice;;;;;;;;;;54.5
-;;;Weber Ivo;;;;;;;;8.75
+;6;8.75;Kälin Michael (2002);;35;34.5;6;8.75;0;0.0;9.75
-;8;18.5;Schuler Daniel;*;16;54.75;12;17.5;4;-1.0;8.75
o;13;27.25;Elsener Adrian;**;13;55.5;13;27.25;0;0.0;8.5
-;17;35.75;Bürgler Lukas;*;29;44.75;17;35.75;0;0.0;9.0
+;19;44.75;Baumann Marco;;20;53.75;17;45.25;-2;0.5;9.75

17m;Schwyzer Samuel (2001);;;;;;;;;;54.5
+;;;Gemsch Stefan;;;;;;;;10.0
o;3;10.0;Lagler Christian;;11;56.0;3;10.0;0;0.0;8.5
-;8;18.5;Blaser Theo;*;15;55.0;11;17.75;3;-0.75;8.75
-;13;27.25;Gwerder Christian;**;21;53.5;13;27.25;0;0.0;8.75
+;16;36.0;Styger Alex (2003);;22;53.25;16;36.0;0;0.0;9.75
-;15;45.75;Lüthy Ralph;;18;54.25;16;45.5;1;-0.25;8.75

17n;Bacher Andreas;;;;;;;;;;54.5
o;;;von Euw Lukas (2002);;;;;;;;8.5
-;7;8.5;Ulrich Adrian (2001);;35;34.5;7;8.5;0;0.0;9.0
+;12;17.5;Gwerder Marco;;35;34.5;13;17.25;1;-0.25;10.0
o;12;27.5;Blaser Theo;*;15;55.0;16;26.5;4;-1.0;8.5
o;16;36.0;Wyss Christian;;19;54.0;17;35.75;1;-0.25;8.5
+;20;44.5;Schilter Daniel;*;24;52.75;21;44.25;1;-0.25;10.0

17o;Beffa Mario;;;;;;;;;;54.5
+;;;Dittli Mathias (2002);;;;;;;;10.0
o;3;10.0;Vogel Manuel;;13;55.5;3;10.0;0;0.0;8.5
o;8;18.5;Würsch Lars;*;20;53.75;13;17.25;5;-1.25;8.75
-;13;27.25;Fallegger Joel;;21;53.5;13;27.25;0;0.0;9.0
+;15;36.25;Zgraggen Peter;;19;54.0;17;35.75;2;-0.5;9.75
o;14;46.0;Kurmann Toni;*;11;56.0;14;46.0;0;0.0;8.5

17p;Käslin Benno;*;;;;;;;;;54.5
-;;;Zgraggen Fabian;*;;;;;;;8.75
o;6;8.75;Herger Matthias;**;6;57.25;6;8.75;0;0.0;8.5
-;13;17.25;Gisler Silvan (2002);;3;106.5;1;37.0;-12;19.75;8.75
+;18;26.0;Betschart Xaver (2002);;32;35.25;15;26.75;-3;0.75;10.0
-;16;36.0;Schuler Daniel;*;16;54.75;15;36.25;-1;0.25;8.75
+;19;44.75;Barmet Sven;;22;53.25;19;44.75;0;0.0;9.75

17q;Suter Pirmin;;;;;;;;;;54.5
+;;;Baumann Marco;;;;;;;;10.0
+;3;10.0;Achermann Simon;;17;54.5;3;10.0;0;0.0;9.75
o;4;19.75;Gander Adrian;*;16;54.75;8;18.5;4;-1.25;8.5
-;9;28.25;Durrer Nando;*;9;56.5;11;27.75;2;-0.5;9.0
o;11;37.25;Betschart Rainer;**;6;57.25;10;37.5;-1;0.25;8.5
-;15;45.75;Gisler Jonas (2001);*;17;54.5;15;45.75;0;0.0;8.75

18a;Ming Hannes;;;;;;;;;;54.25
+;;;Bürgi Michael (2002);;;;;;;;9.75
+;4;9.75;Betschart Fabian;;35;34.5;6;8.75;2;-1.0;10.0
-;4;19.75;Grab Daniel;**;14;55.25;6;19.0;2;-0.75;8.75
o;8;28.5;Schuler Philipp;**;11;56.0;8;28.5;0;0.0;8.5
-;12;37.0;Fallegger Joel;;21;53.5;15;36.25;3;-0.75;8.75
o;15;45.75;Lemmenmeier Lukas;*;12;55.75;14;46.0;-1;0.25;8.5

18b;Bürgi Reto;*;;;;;;;;;54.25
-;;;Heinzer Ronny;*;;;;;;;8.75
o;6;8.75;Egli Damian;**;9;56.5;7;8.5;1;-0.25;8.5
-;13;17.25;Camenzind Manuel;;31;35.5;9;18.25;-4;1.0;8.75
+;18;26.0;Inderbitzin Dominic;;32;35.25;15;26.75;-3;0.75;9.75
-;17;35.75;Zgraggen Fabian;*;22;53.25;17;35.75;0;0.0;8.75
+;20;44.5;Wyss Christian;;19;54.0;16;45.5;-4;1.0;9.75

18c;Hodel Martin;;;;;;;;;;54.25
+;;;Schönbächler Lukas;;;;;;;;10.0
o;3;10.0;Bienz Romeo;;8;56.75;4;9.75;1;-0.25;8.5
o;8;18.5;Schürpf Bruno;*;8;56.75;9;18.25;1;-0.25;8.5
+;14;27.0;Kathriner Severin;;31;35.5;14;27.0;0;0.0;10.0
-;12;37.0;Betschart Daniel;;17;54.5;12;37.0;0;0.0;8.75
o;15;45.75;Dändliker Shane;**;11;56.0;14;46.0;-1;0.25;8.5

18d;Egli Adrian (2002);;;;;;;;;;54.25
+;;;Schuler Koni;;;;;;;;10.0
+;3;10.0;Kathriner Severin;;31;35.5;3;10.0;0;0.0;10.0
o;3;20.0;Bürgler André;*;10;56.25;7;18.75;4;-1.25;8.5
o;8;28.5;Kälin Roland;**;6;57.25;12;27.5;4;-1.0;8.5
o;12;37.0;Betschart Patrick;*;8;56.75;12;37.0;0;0.0;8.5
-;16;45.5;Spichtig Aldo;;17;54.5;15;45.75;-1;0.25;8.75

18e;Lüthy Ralph;;;;;;;;;;54.25
+;;;Röthlin Pascal;;;;;;;;9.75
+;4;9.75;Bissig Fabian;;19;54.0;3;10.0;-1;0.25;10.0
o;4;19.75;Arnold Stefan;**;6;57.25;7;18.75;3;-1.0;8.5
-;9;28.25;Elsener Marcel;*;20;53.75;11;27.75;2;-0.5;8.75
o;12;37.0;Herger Fabian;*;7;57.0;12;37.0;0;0.0;8.5
-;16;45.5;Schwyzer Samuel (2001);;17;54.5;15;45.75;-1;0.25;8.75

18f;Lustenberger Florian (2002);;;;;;;;;;54.25
+;;;Blattmann Philipp;;;;;;;;10.0
+;3;10.0;von Flüe Michael;;14;55.25;3;10.0;0;0.0;9.75
o;4;19.75;Zürcher Ueli;*;15;55.0;8;18.5;4;-1.25;8.5
o;9;28.25;Hurschler Thomas;**;10;56.25;12;27.5;3;-0.75;8.5
-;13;36.75;Dittli Mathias (2002);;20;53.75;14;36.5;1;-0.25;8.75
-;16;45.5;Dissler Philipp;*;22;53.25;20;44.5;4;-1.0;8.75

19a;Ettlin Michael;;;;;;;;;;54.0
-;;;von Rickenbach Pirmin (2002);;;;;;;;9.0
+;5;9.0;Schönbächler Lukas;;31;35.5;7;8.5;2;-0.5;10.0
-;6;19.0;Gwerder Christian;**;21;53.5;8;18.5;2;-0.5;8.75
-;11;27.75;Kammermann Christoph;*;23;53.0;13;27.25;2;-0.5;8.75
o;14;36.5;Kälin Roland;**;6;57.25;10;37.5;-4;1.0;8.5
-;18;45.0;Suter Samuel;;16;54.75;15;45.75;-3;0.75;9.0

19b;Neyer Sven;;;;;;;;;;54.0
o;;;von Flüe Michael;;;;;;;;8.5
+;7;8.5;Schmid Pius;;31;35.5;6;8.75;-1;0.25;9.75
-;9;18.25;Fässler Dominic;**;15;55.0;13;17.25;4;-1.0;8.75
-;14;27.0;Käslin Ruedi;*;33;35.0;17;26.25;3;-0.75;8.75
o;17;35.75;Bucher Roland;*;15;55.0;14;36.5;-3;0.75;8.5
+;21;44.25;Rogenmoser Linus (2002);;24;52.75;21;44.25;0;0.0;9.75

19c;Wyss Christian;;;;;;;;;;54.0
-;;;Ulrich Roman;;;;;;;;9.0
o;5;9.0;Suter Bruno (2002);;16;54.75;6;8.75;1;-0.25;8.5
+;12;17.5;Betschart Fabian;;35;34.5;13;17.25;1;-0.25;9.75
o;13;27.25;Heinzer Stefan;*;2;112.25;2;55.25;-11;28.0;8.5
+;17;35.75;Bacher Andreas;;17;54.5;16;36.0;-1;0.25;9.75
o;16;45.5;Bürgi Reto;*;18;54.25;20;44.5;4;-1.0;8.5

19d;Zgraggen Peter;;;;;;;;;;54.0
+;;;Suter Raphael;;;;;;;;10.0
o;3;10.0;Steiner Severin (2001);;11;56.0;3;10.0;0;0.0;8.5
-;8;18.5;Heinzer Stefan;*;2;112.25;2;36.25;-6;17.75;8.75
o;13;27.25;Bieri Christian;**;16;54.75;13;27.25;0;0.0;8.5
o;17;35.75;Beffa Mario;;17;54.5;15;36.25;-2;0.5;8.5
+;21;44.25;Gisler Silvan (2002);;3;106.5;3;89.5;-18;45.25;9.75

19e;Bissig Fabian;;;;;;;;;;54.0
+;;;Eﬃnger Peter;;;;;;;;10.0
o;3;10.0;Lüthy Ralph;;18;54.25;4;9.75;1;-0.25;8.5
o;8;18.5;Kammermann Christoph;*;23;53.0;13;17.25;5;-1.25;8.5
+;14;27.0;Blattmann Roman (2003);;32;35.25;15;26.75;1;-0.25;10.0
o;12;37.0;Wey Nicola;*;14;55.25;12;37.0;0;0.0;8.5
o;16;45.5;Betschart Silvan;*;13;55.5;16;45.5;0;0.0;8.5

19f;Keller Janik;*;;;;;;;;;54.0
-;;;Durrer Nando;*;;;;;;;8.75
-;6;8.75;Käslin Ruedi;*;33;35.0;6;8.75;0;0.0;8.75
o;12;17.5;Langensand Stefan;*;12;55.75;12;17.5;0;0.0;8.5
+;18;26.0;Röthlin Pascal;;31;35.5;14;27.0;-4;1.0;9.75
+;17;35.75;Suter Michael (2002);;23;53.0;17;35.75;0;0.0;9.75
o;16;45.5;Kaufmann Reto (2002);;17;54.5;19;44.75;3;-0.75;8.5

19g;Ulrich Damian;;;;;;;;;;54.0
+;;;von Ah Markus;;;;;;;;9.75
+;4;9.75;Herger Flavio (2003);;31;35.5;3;10.0;-1;0.25;10.0
o;4;19.75;Herger Fabian;*;7;57.0;8;18.5;4;-1.25;8.5
o;9;28.25;Zurﬂuh Roman;**;9;56.5;11;27.75;2;-0.5;8.5
o;13;36.75;Durrer Robin;*;15;55.0;13;36.75;0;0.0;8.75
o;16;45.5;Buchmann Michael;;14;55.25;16;45.5;0;0.0;8.5

19h;Herger Simon;;;;;;;;;;54.0
+;;;Stalder Silvan (2002);;;;;;;;9.75
+;4;9.75;von Rickenbach Pirmin (2002);;22;53.25;6;8.75;2;-1.0;9.75
o;5;19.5;Schuler Philipp;**;11;56.0;8;18.5;3;-1.0;8.5
-;10;28.0;Dissler Philipp;*;22;53.25;13;27.25;3;-0.75;8.75
-;13;36.75;Wyss Sven (2001);;21;53.5;16;36.0;3;-0.75;8.75
o;16;45.5;Vogel Manuel;;13;55.5;15;45.75;-1;0.25;8.5

20a;Eﬃnger Peter;;;;;;;;;;53.75
o;;;Bissig Fabian;;;;;;;;8.5
o;7;8.5;Bühlmann Daniel;;16;54.75;7;8.5;0;0.0;8.5
+;14;17.0;Muff Reto;;34;34.75;12;17.5;-2;0.5;9.75
+;15;26.75;Ettlin Mario (2003);;31;35.5;14;27.0;-1;0.25;9.75
o;14;36.5;Burch Jonas;*;14;55.25;13;36.75;-1;0.25;8.5
-;18;45.0;Zgraggen Fabian;*;22;53.25;20;44.5;2;-0.5;8.75

20b;Epp Elias (2003);;;;;;;;;;53.75
+;;;Kälin Markus (2001);;;;;;;;10.0
o;3;10.0;Buchmann Michael;;14;55.25;7;8.5;4;-1.5;8.5
o;8;18.5;Dissler Philipp;*;22;53.25;13;17.25;5;-1.25;8.5
+;14;27.0;Stalder Silvan (2002);;32;35.25;15;26.75;1;-0.25;9.75
o;13;36.75;Durrer Nando;*;9;56.5;13;36.75;0;0.0;8.5
o;17;45.25;von Flüe Michael;;14;55.25;17;45.25;0;0.0;8.5

20c;Dittli Mathias (2002);;;;;;;;;;53.75
o;;;Beffa Mario;;;;;;;;8.5
+;7;8.5;Fischlin Livio (2002);;37;34.0;7;8.5;0;0.0;9.75
+;9;18.25;Schilter Daniel;*;24;52.75;13;17.25;4;-1.0;9.75
o;10;28.0;Schürpf Bruno;*;8;56.75;9;28.25;-1;0.25;8.5
-;14;36.5;Lustenberger Florian (2002);;18;54.25;13;36.75;-1;0.25;8.75
o;17;45.25;Schuler Daniel;*;16;54.75;18;45.0;1;-0.25;8.5

20d;Würsch Lars;*;;;;;;;;;53.75
o;;;Grab Martin;*;;;;;;;8.5
-;7;8.5;Schuler Daniel;*;16;54.75;7;8.5;0;0.0;8.75
+;13;17.25;Beffa Mario;;17;54.5;8;18.5;-5;1.25;9.75
+;14;27.0;Bürgi Tobias;;31;35.5;14;27.0;0;0.0;9.75
o;13;36.75;Thierstein Marco;*;14;55.25;13;36.75;0;0.0;8.5
o;17;45.25;Hurschler Adrian;;17;54.5;20;44.5;3;-0.75;8.5

20e;Elsener Marcel;*;;;;;;;;;53.75
-;;;Widmer Adrian;*;;;;;;;8.75
-;6;8.75;Dändliker Shane;**;11;56.0;7;8.5;1;-0.25;9.0
+;11;17.75;Grüter Marcel;;23;53.0;7;18.75;-4;1.0;10.0
-;11;27.75;Lüthy Ralph;;18;54.25;9;28.25;-2;0.5;8.75
o;14;36.5;Fankhauser Reto;**;15;55.0;14;36.5;0;0.0;8.5
-;18;45.0;Wyss Sven (2001);;21;53.5;19;44.75;1;-0.25;8.75

20f;Baumann Marco;;;;;;;;;;53.75
o;;;Suter Pirmin;;;;;;;;8.5
+;7;8.5;Auf der Maur Alex;;31;35.5;7;8.5;0;0.0;10.0
+;8;18.5;Ulrich Marco;*;16;54.75;12;17.5;4;-1.0;9.75
o;9;28.25;Linggi Bruno;**;13;55.5;12;27.5;3;-0.75;8.5
o;13;36.75;Zürcher Ueli;*;15;55.0;13;36.75;0;0.0;8.5
o;17;45.25;Bühler Patrice;;17;54.5;19;44.75;2;-0.5;8.5

21a;Gasser Dominik 1;;;;;;;;;;53.5
-;;;Kälin Michael (2002);;;;;;;;8.75
+;6;8.75;Bösch Dario;;31;35.5;7;8.5;1;-0.25;10.0
o;7;18.75;Gwerder Carlo;**;13;55.5;9;18.25;2;-0.5;8.5
o;13;27.25;Reichmuth Armin;*;12;55.75;14;27.0;1;-0.25;8.5
-;17;35.75;Jöhl Christian;*;22;53.25;16;36.0;-1;0.25;8.75
-;20;44.5;Suter Michael (2002);;23;53.0;21;44.25;1;-0.25;9.0

21b;Wyss Sven (2001);;;;;;;;;;53.5
-;;;Hurschler Adrian;;;;;;;;8.75
+;6;8.75;Heinzer Remo (2003);;32;35.25;7;8.5;1;-0.25;10.0
-;7;18.75;Streiff Dominik;*;14;55.25;10;18.0;3;-0.75;8.75
o;12;27.5;Bucher Thomas;*;11;56.0;13;27.25;1;-0.25;8.5
-;16;36.0;Herger Simon;;19;54.0;13;36.75;-3;0.75;8.75
-;19;44.75;Elsener Marcel;*;20;53.75;18;45.0;-1;0.25;8.75

21c;von Ah Markus;;;;;;;;;;53.5
o;;;Ulrich Damian;;;;;;;;8.75
+;6;8.75;Inderbitzin Dominic;;32;35.25;7;8.5;1;-0.25;9.75
-;8;18.5;Hösli Fritz;*;39;26.25;12;17.5;4;-1.0;8.75
-;13;27.25;Rogenmoser Linus (2002);;24;52.75;14;27.0;1;-0.25;9.0
o;15;36.25;Blaser Theo;*;15;55.0;14;36.5;-1;0.25;8.5
o;19;44.75;von Euw Lukas (2002);;12;55.75;15;45.75;-4;1.0;8.75

21d;Widmer Dominik;;;;;;;;;;53.5
o;;;Suter Samuel;;;;;;;;8.5
+;7;8.5;Stalder Silvan (2002);;32;35.25;7;8.5;0;0.0;9.75
o;9;18.25;Bieri Christian;**;16;54.75;12;17.5;3;-0.75;8.5
+;15;26.75;Bürgi Simon (2003);;32;35.25;15;26.75;0;0.0;9.75
o;14;36.5;Hess Michael;*;8;56.75;13;36.75;-1;0.25;8.5
o;18;45.0;Durrer Ueli;;13;55.5;15;45.75;-3;0.75;8.5

21e;Gwerder Christian;**;;;;;;;;;53.5
+;;;Jöhl Christian;*;;;;;;;10.0
o;3;10.0;Suppiger René;***;7;57.0;6;8.75;3;-1.25;8.5
-;8;18.5;Ettlin Michael;;19;54.0;6;19.0;-2;0.5;8.75
-;13;27.25;Schwyzer Samuel (2001);;17;54.5;13;27.25;0;0.0;8.75
-;16;36.0;Schmidiger Marco;*;16;54.75;16;36.0;0;0.0;8.75
-;19;44.75;Zimmermann Raffael;;21;53.5;19;44.75;0;0.0;8.75

21f;Fallegger Joel;;;;;;;;;;53.5
+;;;Inderbitzin Dominic;;;;;;;;9.75
-;4;9.75;Forster Christian;;22;53.25;4;9.75;0;0.0;9.0
o;7;18.75;Inderbitzin Daniel;*;13;55.5;8;18.5;1;-0.25;8.5
-;13;27.25;Beffa Mario;;17;54.5;13;27.25;0;0.0;9.0
-;15;36.25;Ming Hannes;;18;54.25;12;37.0;-3;0.75;8.75
o;18;45.0;Kennel Beat;*;12;55.75;15;45.75;-3;0.75;8.5

21g;Zimmermann Raffael;;;;;;;;;;53.5
-;;;Suter Bruno (2002);;;;;;;;8.75
-;6;8.75;Flück Bruno;;23;53.0;6;8.75;0;0.0;9.0
+;11;17.75;Brunner Timon;;34;34.75;12;17.5;1;-0.25;9.75
o;12;27.5;Schuler Daniel;*;16;54.75;16;26.5;4;-1.0;8.5
-;16;36.0;Barmet Sven;;22;53.25;16;36.0;0;0.0;8.75
-;19;44.75;Gwerder Christian;**;21;53.5;19;44.75;0;0.0;8.75

21h;Ziegler Elias;;;;;;;;;;53.5
+;;;Auf der Maur Alex;;;;;;;;9.75
+;4;9.75;Suter Michael (2002);;23;53.0;3;10.0;-1;0.25;9.75
o;5;19.5;Kennel Beat;*;12;55.75;8;18.5;3;-1.0;8.5
o;10;28.0;Dändliker Shane;**;11;56.0;12;27.5;2;-0.5;8.5
o;14;36.5;Ettlin Martin;;16;54.75;14;36.5;0;0.0;8.5
o;18;45.0;Villiger Cyrill;*;15;55.0;18;45.0;0;0.0;8.5

22a;Dissler Philipp;*;;;;;;;;;53.25
-;;;Bürgler Lukas;*;;;;;;;8.75
o;6;8.75;Heinzer Stefan;**;2;112.25;2;17.5;-4;8.75;8.5
+;13;17.25;Epp Elias (2003);;20;53.75;8;18.5;-5;1.25;10.0
-;13;27.25;Herger Simon;;19;54.0;10;28.0;-3;0.75;8.75
o;16;36.0;Bucher Thomas;*;11;56.0;12;37.0;-4;1.0;8.5
-;20;44.5;Lustenberger Florian (2002);;18;54.25;16;45.5;-4;1.0;8.75

22b;Forster Christian;;;;;;;;;;53.25
+;;;Zumstein Patrick;;;;;;;;9.75
-;4;9.75;Fallegger Joel;;21;53.5;4;9.75;0;0.0;9.0
o;7;18.75;Egli Damian;**;9;56.5;9;18.25;2;-0.5;8.5
o;13;27.25;Moos Christoph;*;16;54.75;13;27.25;0;0.0;8.5
o;17;35.75;Briker Hannes;;11;56.0;16;36.0;-1;0.25;8.5
-;21;44.25;Ettlin Thomas;;22;53.25;21;44.25;0;0.0;9.0

22c;Styger Alex (2003);;;;;;;;;;53.25
+;;;Muff Reto;;;;;;;;9.75
-;4;9.75;Ettlin Thomas;;22;53.25;3;10.0;-1;0.25;9.0
o;7;18.75;Durrer Robin;*;15;55.0;8;18.5;1;-0.25;8.5
o;13;27.25;Müller Roger;*;17;54.5;14;27.0;1;-0.25;8.75
o;16;36.0;Schwyzer Samuel (2001);;17;54.5;16;36.0;0;0.0;8.5
-;20;44.5;Grüter Marcel;;23;53.0;21;44.25;1;-0.25;8.75

22d;von Rickenbach Pirmin (2002);;;;;;;;;;53.25
-;;;Ettlin Michael;;;;;;;;8.75
o;6;8.75;Herger Simon;;19;54.0;4;9.75;-2;1.0;8.5
-;13;17.25;Ulrich Roman;;32;35.25;11;17.75;-2;0.5;8.75
+;18;26.0;Krieg Silvan;;34;34.75;18;26.0;0;0.0;9.75
