3773-2017-05-28_103_StGaller_Kantonalschwingfest-ST

1a;Bösch Daniel;***;;;;;;;;;58.5
-;5;8.5;Rhyner Marco;;28;34.75;4;8.75;-1;0.25;8.75
o;10;17.25;Kobler Janosch (2000);;19;53.75;10;17.25;0;0.0;8.5
+;16;25.75;Rickenmann Ramon (2001);;31;34.0;17;25.5;1;-0.25;10.0
+;13;35.75;Ramer Matthias (2001);;23;52.75;13;35.75;0;0.0;10.0
o;12;45.75;Höfliger Andreas;**;11;55.75;12;45.75;0;0.0;8.5

17h;Scherrer Willi;;;;;;;;;;54.25
+;;;Peter Renato (2000);;;;;;;;10.0
-;1;10.0;Dörig Erich;*;14;55.0;4;8.75;3;-1.25;8.75
+;5;18.75;Burkhard Tobias;;12;55.5;6;18.5;1;-0.25;9.75
o;5;28.5;Frick Andreas;*;14;55.0;6;28.25;1;-0.25;8.5
o;8;37.0;Vogel Beat;*;15;54.75;10;36.5;2;-0.5;8.5
-;13;45.5;Hobi Ignaz;;15;54.75;11;46.0;-2;0.5;8.75

18a;Ulmann Fabian (1999);;;;;;;;;;54.0
+;;;Signer Walter;;;;;;;;10.0
o;1;10.0;Hochholdinger Roman;**;7;56.75;5;8.5;4;-1.5;8.5
-;6;18.5;Rotach Lars (2000);;17;54.25;6;18.5;0;0.0;8.75
+;10;27.25;Baumann Elia (2000);;25;35.5;11;27.0;1;-0.25;9.75
o;8;37.0;Sprecher Sandro;*;10;56.0;12;36.0;4;-1.0;8.5
o;13;45.5;Jörger Corsin;;12;55.5;13;45.5;0;0.0;8.5

18b;Martin Dominik;;;;;;;;;;54.0
+;;;Kamm Kurt;;;;;;;;9.75
o;2;9.75;Hersche Daniel;;25;35.5;4;8.75;2;-1.0;8.5
o;7;18.25;Landolt Reto;*;7;56.75;7;18.25;0;0.0;8.5
+;12;26.75;Kirchmeier Christof (1999);;26;35.25;12;26.75;0;0.0;9.75
-;10;36.5;Raymann David;*;19;53.75;10;36.5;0;0.0;8.75
-;14;45.25;Baumgartner Alexander;;22;53.0;18;44.25;4;-1.0;8.75

18c;Harder Benj;;;;;;;;;;54.0
-;;;Hersche Daniel;;;;;;;;8.75
o;4;8.75;Kammermann Dominik;;11;55.75;4;8.75;0;0.0;8.5
+;10;17.25;Horner Sämi;;33;25.75;10;17.25;0;0.0;10.0
o;10;27.25;Inauen Franz;*;12;55.5;11;27.0;1;-0.25;8.5
+;13;35.75;Odermatt Michi;;23;52.75;13;35.75;0;0.0;9.75
o;13;45.5;Bärtsch Fabian (2000);;12;55.5;13;45.5;0;0.0;8.5

18d;Zumbach Michael;;;;;;;;;;54.0
-;;;Götti Samuel;;;;;;;;8.75
o;4;8.75;Wicki Cédric;;17;54.25;4;8.75;0;0.0;8.5
+;10;17.25;Müller Gabriel (2001);;23;52.75;10;17.25;0;0.0;9.75
+;11;27.0;Höpli Remo;;25;35.5;11;27.0;0;0.0;9.75
o;9;36.75;Rüegg Fabian;*;7;56.75;9;36.75;0;0.0;8.5
-;14;45.25;Mettler Valentin;;16;54.5;12;45.75;-2;0.5;8.75

18e;Schnyder Christian;;;;;;;;;;54.0
+;;;Müller Elias;;;;;;;;10.0
o;1;10.0;Güntensperger Marcel;*;12;55.5;5;8.5;4;-1.5;8.5
o;6;18.5;Breitenmoser Manuel;;13;55.25;4;19.0;-2;0.5;8.5
+;11;27.0;Müller Loris (1999);;25;35.5;11;27.0;0;0.0;10.0
o;8;37.0;Vollmeier Sandro;;13;55.25;8;37.0;0;0.0;8.5
o;13;45.5;Gerig Marcel;;12;55.5;12;45.75;-1;0.25;8.5

18f;Wetter Marcel;;;;;;;;;;54.0
+;;;Sutter Pascal (2001);;;;;;;;10.0
+;1;10.0;Inauen Franz;*;12;55.5;5;8.5;4;-1.5;10.0
o;1;20.0;Kunz Daniel;;13;55.25;5;18.75;4;-1.25;8.5
o;5;28.5;Arztmann Beda;*;8;56.5;6;28.25;1;-0.25;8.5
o;8;37.0;Reichmuth Beat;;13;55.25;8;37.0;0;0.0;8.5
o;13;45.5;Poltera Andrin (1999);;12;55.5;13;45.5;0;0.0;8.5

18g;Wey Nicola;*;;;;;;;;;54.0
o;;;Geisser Lars;*;;;;;;;8.5
+;5;8.5;Baumgartner Alexander;;22;53.0;1;10.0;-4;1.5;9.75
-;7;18.25;Pfister Florian;*;10;56.0;6;18.5;-1;0.25;8.75
+;11;27.0;Bärtsch Fabian (2000);;12;55.5;10;27.25;-1;0.25;9.75
o;9;36.75;Hochholdinger Roman;**;7;56.75;9;36.75;0;0.0;8.5
-;14;45.25;Peng Mike;***;18;54.0;14;45.25;0;0.0;8.75

18h;Wild Thomas;;;;;;;;;;54.0
+;;;Kirchmeier Christof (1999);;;;;;;;10.0
o;1;10.0;Jöhl Christian;*;12;55.5;5;8.5;4;-1.5;8.5
+;6;18.5;Roth Sämi (2000);;25;35.5;6;18.5;0;0.0;10.0
o;5;28.5;Kessler Joel;*;10;56.0;9;27.5;4;-1.0;8.5
o;8;37.0;Kunz Daniel;;13;55.25;8;37.0;0;0.0;8.5
o;13;45.5;Oertle Daniel;*;14;55.0;14;45.25;1;-0.25;8.5

18i;Egli Patrick;;;;;;;;;;54.0
+;;;Stauffacher Roman (2000);;;;;;;;9.75
o;2;9.75;Stauffacher Martin;;18;54.0;2;9.75;0;0.0;8.75
+;6;18.5;Städler Lars;;26;35.25;7;18.25;1;-0.25;10.0
o;5;28.5;Schmid Patrick;*;12;55.5;5;28.5;0;0.0;8.5
o;8;37.0;Kuster Thomas;*;12;55.5;7;37.25;-1;0.25;8.5
o;13;45.5;Marty Jaime (2000);;11;55.75;12;45.75;-1;0.25;8.5

18j;Peng Mike;***;;;;;;;;;54.0
-;;;Oertig Dominik;**;;;;;;;8.75
-;4;8.75;Elmer Daniel;*;8;56.5;2;9.75;-2;1.0;9.0
+;8;17.75;Bernold Edi;**;7;56.75;6;18.5;-2;0.75;10.0
-;8;27.75;Fässler Cornel;*;10;56.0;9;27.5;1;-0.25;8.75
-;10;36.5;Kammermann Dominik;;11;55.75;8;37.0;-2;0.5;8.75
-;14;45.25;Wey Nicola;*;18;54.0;14;45.25;0;0.0;8.75

18k;Stauffacher Martin;;;;;;;;;;54.0
+;;;Dudli Gallus;;;;;;;;9.75
+;2;9.75;Egli Patrick;;18;54.0;2;9.75;0;0.0;10.0
o;2;19.75;Kuster Thomas;*;12;55.5;5;18.75;3;-1.0;8.5
o;6;28.25;Hobi Ignaz;;15;54.75;10;27.25;4;-1.0;8.75
o;8;37.0;Brügger Stefan;*;12;55.5;7;37.25;-1;0.25;8.5
o;13;45.5;Bärtsch Jann (2000);;13;55.25;13;45.5;0;0.0;8.5

19a;Schegg Daniel (2000);;;;;;;;;;53.75
+;;;Schwager Ivo;;;;;;;;10.0
+;1;10.0;Höpli Remo;;25;35.5;1;10.0;0;0.0;9.75
o;2;19.75;Nägeli Marco;*;10;56.0;6;18.5;4;-1.25;8.5
o;6;28.25;Büsser André;;7;56.75;6;28.25;0;0.0;8.5
o;9;36.75;Korrodi Paul;*;6;57.0;8;37.0;-1;0.25;8.5
o;14;45.25;Bischof Martin;;10;56.0;11;46.0;-3;0.75;8.5

19b;Schiess Christian;;;;;;;;;;53.75
o;;;Hari Michi;;;;;;;;8.5
+;5;8.5;Peter Renato (2000);;26;35.25;5;8.5;0;0.0;9.75
+;7;18.25;Kirchmeier Christof (1999);;26;35.25;7;18.25;0;0.0;10.0
o;6;28.25;Oettli Marco;*;11;55.75;5;28.5;-1;0.25;8.5
o;9;36.75;Schläpfer Matthias;*;13;55.25;9;36.75;0;0.0;8.5
o;14;45.25;Kammermann Thomas;*;11;55.75;12;45.75;-2;0.5;8.5

19c;Schönenberger Björn;;;;;;;;;;53.75
+;;;Rhyner Beni (1999);;;;;;;;9.75
o;2;9.75;Vollmeier Sandro;;13;55.25;1;10.0;-1;0.25;8.5
o;7;18.25;Straub Robin;*;9;56.25;7;18.25;0;0.0;8.5
+;12;26.75;Jud Reto (2001);;26;35.25;12;26.75;0;0.0;10.0
o;9;36.75;Dörig Erich;*;14;55.0;10;36.5;1;-0.25;8.5
o;14;45.25;Zahner Stefan;;15;54.75;15;45.0;1;-0.25;8.5

19d;Kobler Janosch (2000);;;;;;;;;;53.75
o;;;Dändliker Shane;;;;;;;;8.5
-;5;8.5;Mathis Patrick;;25;35.5;5;8.5;0;0.0;8.75
+;10;17.25;Keller Dominic;;17;54.25;10;17.25;0;0.0;9.75
+;11;27.0;Schilter Daniel;*;30;34.25;16;25.75;5;-1.25;9.75
o;9;36.75;Alder Armin;;12;55.5;8;37.0;-1;0.25;8.5
o;14;45.25;Funk Nicola (1999);;13;55.25;14;45.25;0;0.0;8.5

19e;Tremp Remo (1999);;;;;;;;;;53.75
+;;;Thoma Nils (1999);;;;;;;;9.75
o;2;9.75;Kammermann Thomas;*;11;55.75;3;9.0;1;-0.75;8.5
o;7;18.25;Alder Armin;;12;55.5;6;18.5;-1;0.25;8.5
+;12;26.75;Bleiker Daniel;;28;34.75;14;26.25;2;-0.5;10.0
o;9;36.75;Bollhalder Manuel (2001);;13;55.25;8;37.0;-1;0.25;8.5
o;14;45.25;Bommer Christoph;;14;55.0;14;45.25;0;0.0;8.5

19f;Raymann Jan (1999);;;;;;;;;;53.75
o;;;Baumann Simon;;;;;;;;8.5
+;5;8.5;Thoma Nils (1999);;25;35.5;5;8.5;0;0.0;9.75
+;7;18.25;Burch Dean (2001);;25;35.5;7;18.25;0;0.0;9.75
o;7;28.0;Schnurrenberger Roman;**;15;54.75;9;27.5;2;-0.5;8.5
-;10;36.5;Rotach Lars (2000);;17;54.25;13;35.75;3;-0.75;8.75
o;14;45.25;Riedi Thomas;;14;55.0;14;45.25;0;0.0;8.5

19g;Hauser Simon;;;;;;;;;;53.75
+;;;Schiess Rainer;;;;;;;;9.75
o;2;9.75;Bäbler Sandro;**;25;35.5;5;8.5;3;-1.25;8.5
+;7;18.25;Höpli Remo;;25;35.5;6;18.5;-1;0.25;9.75
o;7;28.0;Oertig Adrian;**;7;56.75;10;27.25;3;-0.75;8.5
o;10;36.5;Coray Beda;*;13;55.25;10;36.5;0;0.0;8.5
-;15;45.0;Wildhaber Jannik (1999);;21;53.25;17;44.5;2;-0.5;8.75

19h;Tritten Robin;;;;;;;;;;53.75
o;;;Baumgartner Alexander;;;;;;;;8.5
o;5;8.5;Gerig Marcel;;12;55.5;5;8.5;0;0.0;8.5
+;11;17.0;Wenger Dominic (1999);;31;34.0;11;17.0;0;0.0;9.75
+;12;26.75;Peter Renato (2000);;26;35.25;12;26.75;0;0.0;9.75
o;10;36.5;Rütsche Stefan;*;14;55.0;11;36.25;1;-0.25;8.5
-;15;45.0;Schrepfer Roy;;17;54.25;13;45.5;-2;0.5;8.75

19i;Raymann David;*;;;;;;;;;53.75
o;;;Oettli Marco;*;;;;;;;8.5
+;5;8.5;Schumacher Florian (2001);;25;35.5;1;10.0;-4;1.5;9.75
o;7;18.25;Oertle Daniel;*;14;55.0;7;18.25;0;0.0;8.5
+;12;26.75;Rhyner Beni (1999);;26;35.25;12;26.75;0;0.0;9.75
-;10;36.5;Martin Dominik;;18;54.0;10;36.5;0;0.0;8.75
o;14;45.25;Bucher Roland;;12;55.5;12;45.75;-2;0.5;8.5

19j;Eisenring Daniel;;;;;;;;;;53.75
+;;;Ramer Matthias (2001);;;;;;;;10.0
o;1;10.0;Büsser André;;7;56.75;1;10.0;0;0.0;8.5
o;6;18.5;Jöhl Christian;*;12;55.5;7;18.25;1;-0.25;8.5
+;11;27.0;Sutter Pascal (2001);;25;35.5;11;27.0;0;0.0;9.75
o;9;36.75;Landolt Reto;*;7;56.75;9;36.75;0;0.0;8.5
o;14;45.25;Wicki Cédric;;17;54.25;18;44.25;4;-1.0;8.5

19k;Heierli Pascal (1999);;;;;;;;;;53.75
-;;;Kunz Daniel;;;;;;;;8.75
o;4;8.75;Götti Samuel;;17;54.25;4;8.75;0;0.0;8.5
+;10;17.25;Rhyner Marco;;28;34.75;9;17.5;-1;0.25;9.75
+;11;27.0;Dändliker Hansheinrich;;25;35.5;11;27.0;0;0.0;9.75
o;9;36.75;Straub Robin;*;9;56.25;10;36.5;1;-0.25;8.5
o;14;45.25;Koller Martin;*;10;56.0;11;46.0;-3;0.75;8.5

19l;Lozza Roman;;;;;;;;;;53.75
+;;;Rotach Lars (2000);;;;;;;;10.0
o;1;10.0;Arztmann Beda;*;8;56.5;5;8.5;4;-1.5;8.5
o;6;18.5;Reichmuth Beat;;13;55.25;6;18.5;0;0.0;8.5
+;11;27.0;Egli Martin;;25;35.5;11;27.0;0;0.0;9.75
o;9;36.75;Schönenberger Philipp;;13;55.25;9;36.75;0;0.0;8.5
o;14;45.25;Fässler Cornel;*;10;56.0;11;46.0;-3;0.75;8.5

19m;Scherrer Pascal;;;;;;;;;;53.75
+;;;Roth Markus;;;;;;;;10.0
o;1;10.0;Brügger Stefan;*;12;55.5;4;8.75;3;-1.25;8.5
+;6;18.5;Ramer Matthias (2001);;23;52.75;10;17.25;4;-1.25;9.75
o;6;28.25;Good Marco;*;4;57.5;8;27.75;2;-0.5;8.5
o;9;36.75;Jöhl Christian;*;12;55.5;9;36.75;0;0.0;8.5
o;14;45.25;Inauen Franz;*;12;55.5;13;45.5;-1;0.25;8.5

20a;Baumann Simon;;;;;;;;;;53.5
+;;;Raymann Jan (1999);;;;;;;;9.75
o;2;9.75;Koller Martin;*;10;56.0;2;9.75;0;0.0;8.5
o;7;18.25;Funk Nicola (1999);;13;55.25;7;18.25;0;0.0;8.5
+;12;26.75;Städler Lars;;26;35.25;12;26.75;0;0.0;9.75
o;10;36.5;Fässler Cornel;*;10;56.0;11;36.25;1;-0.25;8.5
o;15;45.0;Kammermann Dominik;;11;55.75;12;45.75;-3;0.75;8.5

21a;Wildhaber Jannik (1999);;;;;;;;;;53.25
-;;;Odermatt Michi;;;;;;;;8.75
-;4;8.75;Bleiker Daniel;;28;34.75;4;8.75;0;0.0;8.75
o;9;17.5;Bucher Roland;;12;55.5;9;17.5;0;0.0;8.5
+;15;26.0;Baumgartner Joël;;26;35.25;12;26.75;-3;0.75;10.0
o;12;36.0;Bühler Hannes;*;12;55.5;12;36.0;0;0.0;8.5
-;17;44.5;Hauser Simon;;19;53.75;15;45.0;-2;0.5;8.75

22a;Baumgartner Alexander;;;;;;;;;;53.0
+;;;Tritten Robin;;;;;;;;10.0
o;1;10.0;Wey Nicola;*;18;54.0;5;8.5;4;-1.5;8.5
o;6;18.5;Jörger Corsin;;12;55.5;6;18.5;0;0.0;8.5
-;11;27.0;Wetter Silvan (2000);;15;54.75;11;27.0;0;0.0;8.75
o;13;35.75;Gerig Marcel;;12;55.5;13;35.75;0;0.0;8.5
-;18;44.25;Martin Dominik;;18;54.0;14;45.25;-4;1.0;8.75

23a;Odermatt Michi;;;;;;;;;;52.75
-;;;Wildhaber Jannik (1999);;;;;;;;8.75
o;4;8.75;Vestner Roman;*;11;55.75;4;8.75;0;0.0;8.5
+;10;17.25;Haltiner Sandro (2000);;29;34.5;10;17.25;0;0.0;10.0
o;10;27.25;Schläpfer Matthias;*;13;55.25;11;27.0;1;-0.25;8.5
o;13;35.75;Harder Benj;;18;54.0;13;35.75;0;0.0;8.5
o;18;44.25;Breitenmoser Simon;;16;54.5;16;44.75;-2;0.5;8.5

23b;Müller Gabriel (2001);;;;;;;;;;52.75
o;;;Rütsche Werner;;;;;;;;8.5
-;5;8.5;Krucker Silvan (2001);;30;34.25;5;8.5;0;0.0;8.75
o;10;17.25;Zumbach Michael;;18;54.0;10;17.25;0;0.0;8.5
+;16;25.75;Schiess Rainer;;30;34.25;16;25.75;0;0.0;10.0
o;13;35.75;Wetter Silvan (2000);;15;54.75;13;35.75;0;0.0;8.5
o;18;44.25;Büsser Remo;;16;54.5;17;44.5;-1;0.25;8.5

23c;Ramer Matthias (2001);;;;;;;;;;52.75
o;;;Eisenring Daniel;;;;;;;;8.5
-;5;8.5;Schiess Rainer;;30;34.25;5;8.5;0;0.0;8.75
+;10;17.25;Lusti Adrian (2001);;26;35.25;11;17.0;1;-0.25;10.0
o;10;27.25;Scherrer Pascal;;19;53.75;6;28.25;-4;1.0;8.5
o;13;35.75;Keller Dominic;;17;54.25;13;35.75;0;0.0;8.5
o;18;44.25;Rotach Lars (2000);;17;54.25;17;44.5;-1;0.25;8.5

24a;Pianta Christian;;;;;;;;;;36.0
o;;;Breitenmoser Manuel;;;;;;;;8.5
-;5;8.5;Breitenmoser Simon;;16;54.5;5;8.5;0;0.0;9.0
+;9;17.5;Krucker Silvan (2001);;30;34.25;10;17.25;1;-0.25;10.0
o;9;27.5;Vestner Roman;*;11;55.75;9;27.5;0;0.0;8.5

25a;Höpli Remo;;;;;;;;;;35.5
+;;;Roth Michael (1999);;;;;;;;10.0
o;1;10.0;Schegg Daniel (2000);;19;53.75;1;10.0;0;0.0;8.5
o;6;18.5;Hauser Simon;;19;53.75;7;18.25;1;-0.25;8.5
o;11;27.0;Zumbach Michael;;18;54.0;11;27.0;0;0.0;8.5

25b;Egli Martin;;;;;;;;;;35.5
+;;;Horner Sämi;;;;;;;;9.75
-;2;9.75;Kessler Joel;*;10;56.0;4;8.75;2;-1.0;8.75
o;6;18.5;Dändliker Shane;;7;56.75;6;18.5;0;0.0;8.5
o;11;27.0;Lozza Roman;;19;53.75;11;27.0;0;0.0;8.5

25c;Bäbler Sandro;**;;;;;;;;;35.5
o;;;Schlegel Sandro;**;;;;;;;8.5
+;5;8.5;Hauser Simon;;19;53.75;2;9.75;-3;1.25;10.0
o;6;18.5;Dörig Erich;*;14;55.0;8;17.75;2;-0.75;8.5
o;11;27.0;Korrodi Paul;*;6;57.0;10;27.25;-1;0.25;8.5

25d;Rütsche Werner;;;;;;;;;;35.5
+;;;Müller Gabriel (2001);;;;;;;;10.0
o;1;10.0;Schläpfer Matthias;*;13;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Marty Jaime (2000);;11;55.75;7;18.25;1;-0.25;8.5
o;11;27.0;Kammermann Dominik;;11;55.75;10;27.25;-1;0.25;8.5

25e;Müller Elias;;;;;;;;;;35.5
o;;;Schnyder Christian;;;;;;;;8.5
+;5;8.5;Kamm Kurt;;26;35.25;5;8.5;0;0.0;10.0
o;6;18.5;Gmür Pirmin;*;8;56.5;7;18.25;1;-0.25;8.5
o;11;27.0;Schrepfer Roy;;17;54.25;11;27.0;0;0.0;8.5

25f;Burch Dean (2001);;;;;;;;;;35.5
+;;;Roth Armin (2001);;;;;;;;9.75
o;2;9.75;Zahner Stefan;;15;54.75;2;9.75;0;0.0;8.5
o;7;18.25;Raymann Jan (1999);;19;53.75;7;18.25;0;0.0;8.75
o;11;27.0;Rütsche Stefan;*;14;55.0;14;26.25;3;-0.75;8.5

25g;Schiesser Patrik;;;;;;;;;;35.5
o;;;Mettler Valentin;;;;;;;;8.5
o;5;8.5;Bernold Michael (1999);;4;57.5;5;8.5;0;0.0;8.5
o;11;17.0;Bommer Christoph;;14;55.0;11;17.0;0;0.0;8.5
+;17;25.5;Krucker Silvan (2001);;30;34.25;16;25.75;-1;0.25;10.0

25h;Baumann Elia (2000);;;;;;;;;;35.5
o;;;Zahner Stefan;;;;;;;;8.5
+;5;8.5;Wenger Dominic (1999);;31;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Bühler Hannes;*;12;55.5;9;17.5;3;-1.0;8.5
o;11;27.0;Ulmann Fabian (1999);;18;54.0;10;27.25;-1;0.25;8.5

25i;Roth Armin (2001);;;;;;;;;;35.5
o;;;Burch Dean (2001);;;;;;;;8.5
+;5;8.5;Haltiner Sandro (2000);;29;34.5;5;8.5;0;0.0;10.0
o;6;18.5;Vestner Bruno;*;17;54.25;10;17.25;4;-1.25;8.5
o;11;27.0;Bärtsch Jann (2000);;13;55.25;12;26.75;1;-0.25;8.5

25j;Hersche Daniel;;;;;;;;;;35.5
-;;;Harder Benj;;;;;;;;8.75
+;4;8.75;Martin Dominik;;18;54.0;2;9.75;-2;1.0;9.75
o;6;18.5;Vogel Beat;*;15;54.75;7;18.25;1;-0.25;8.5
o;11;27.0;Pfister Florian;*;10;56.0;10;27.25;-1;0.25;8.5

25k;Dändliker Hansheinrich;;;;;;;;;;35.5
+;;;Büsser Remo;;;;;;;;10.0
o;1;10.0;Pfister Florian;*;10;56.0;4;8.75;3;-1.25;8.5
o;6;18.5;Mettler Valentin;;16;54.5;5;18.75;-1;0.25;8.5
o;11;27.0;Heierli Pascal (1999);;19;53.75;11;27.0;0;0.0;8.5

25l;Sutter Pascal (2001);;;;;;;;;;35.5
o;;;Wetter Marcel;;;;;;;;8.5
o;5;8.5;Rotach Lars (2000);;17;54.25;5;8.5;0;0.0;8.5
+;11;17.0;Ruckstuhl Manuel (2001);;31;34.0;11;17.0;0;0.0;10.0
o;11;27.0;Eisenring Daniel;;19;53.75;11;27.0;0;0.0;8.5

25m;Thoma Nils (1999);;;;;;;;;;35.5
o;;;Tremp Remo (1999);;;;;;;;8.5
o;5;8.5;Raymann Jan (1999);;19;53.75;5;8.5;0;0.0;8.5
+;11;17.0;Kamm Kurt;;26;35.25;11;17.0;0;0.0;10.0
o;11;27.0;Götti Samuel;;17;54.25;11;27.0;0;0.0;8.5

25n;Roth Sämi (2000);;;;;;;;;;35.5
+;;;Ruckstuhl Manuel (2001);;;;;;;;10.0
o;1;10.0;Straub Robin;*;9;56.25;5;8.5;4;-1.5;8.5
o;6;18.5;Wild Thomas;;18;54.0;6;18.5;0;0.0;8.5
o;11;27.0;Bommer Christoph;;14;55.0;12;26.75;1;-0.25;8.5

25o;Schwager Ivo;;;;;;;;;;35.5
o;;;Schegg Daniel (2000);;;;;;;;8.5
+;5;8.5;Dudli Gallus;;30;34.25;5;8.5;0;0.0;10.0
o;6;18.5;Elmer Daniel;*;8;56.5;6;18.5;0;0.0;8.5
o;11;27.0;Schmucki Ivo;;10;56.0;10;27.25;-1;0.25;8.5

25p;Müller Loris (1999);;;;;;;;;;35.5
+;;;Krucker Silvan (2001);;;;;;;;9.75
-;2;9.75;Wetter Silvan (2000);;15;54.75;2;9.75;0;0.0;8.75
o;6;18.5;Oettli Marco;*;11;55.75;6;18.5;0;0.0;8.5
o;11;27.0;Schnyder Christian;;18;54.0;11;27.0;0;0.0;8.5

25q;Stadelmann Patrick (2000);;;;;;;;;;35.5
+;;;Baumgartner Joël;;;;;;;;10.0
o;1;10.0;Kuster Thomas;*;12;55.5;4;8.75;3;-1.25;8.5
o;6;18.5;Hari Michi;;17;54.25;6;18.5;0;0.0;8.5
o;11;27.0;Burkhard Tobias;;12;55.5;11;27.0;0;0.0;8.5

25r;Mathis Patrick;;;;;;;;;;35.5
o;;;Alder Armin;;;;;;;;8.5
-;5;8.5;Kobler Janosch (2000);;19;53.75;5;8.5;0;0.0;8.75
+;10;17.25;Schiess Rainer;;30;34.25;10;17.25;0;0.0;9.75
o;11;27.0;Bernold Edi;**;7;56.75;10;27.25;-1;0.25;8.5

25s;Schumacher Florian (2001);;;;;;;;;;35.5
+;;;Wenger Dominic (1999);;;;;;;;10.0
o;1;10.0;Raymann David;*;19;53.75;5;8.5;4;-1.5;8.5
o;6;18.5;Jörger Marc;;11;55.75;6;18.5;0;0.0;8.5
o;11;27.0;Güntensperger Marcel;*;12;55.5;11;27.0;0;0.0;8.5

25t;Meier Joel (1999);;;;;;;;;;35.5
o;;;Schönenberger Philipp;;;;;;;;8.5
+;5;8.5;Signer Walter;;30;34.25;5;8.5;0;0.0;10.0
o;6;18.5;Korrodi Paul;*;6;57.0;10;17.25;4;-1.25;8.5
o;11;27.0;Riedi Thomas;;14;55.0;11;27.0;0;0.0;8.5

26a;Roth Michael (1999);;;;;;;;;;35.25
o;;;Höpli Remo;;;;;;;;8.75
o;4;8.75;Schmucki Ivo;;10;56.0;4;8.75;0;0.0;8.75
-;9;17.5;Roth Peter;;27;35.0;10;17.25;1;-0.25;9.0
-;13;26.5;Rhyner Marco;;28;34.75;15;26.0;2;-0.5;8.75

26b;Stauffacher Roman (2000);;;;;;;;;;35.25
o;;;Egli Patrick;;;;;;;;8.5
o;5;8.5;Funk Nicola (1999);;13;55.25;5;8.5;0;0.0;8.5
o;11;17.0;Baumgartner Joël;;26;35.25;11;17.0;0;0.0;8.5
+;17;25.5;Wenger Dominic (1999);;31;34.0;17;25.5;0;0.0;9.75

26c;Baumgartner Joël;;;;;;;;;;35.25
o;;;Stadelmann Patrick (2000);;;;;;;;8.5
o;5;8.5;Giger Florian (2001);;32;26.75;5;8.5;0;0.0;8.5
+;11;17.0;Stauffacher Roman (2000);;26;35.25;11;17.0;0;0.0;9.75
o;12;26.75;Wildhaber Jannik (1999);;21;53.25;15;26.0;3;-0.75;8.5

26d;Kirchmeier Christof (1999);;;;;;;;;;35.25
o;;;Wild Thomas;;;;;;;;8.5
+;5;8.5;Ruckstuhl Manuel (2001);;31;34.0;5;8.5;0;0.0;9.75
o;7;18.25;Schiess Christian;;19;53.75;7;18.25;0;0.0;8.5
o;12;26.75;Martin Dominik;;18;54.0;12;26.75;0;0.0;8.5

26e;Weber Erwin (2000);;;;;;;;;;35.25
o;;;Bärtsch Jann (2000);;;;;;;;8.5
o;5;8.5;Poltera Andrin (1999);;12;55.5;5;8.5;0;0.0;8.5
+;11;17.0;Roth Markus;;26;35.25;11;17.0;0;0.0;9.75
o;12;26.75;Elmer Adrian;*;14;55.0;11;27.0;-1;0.25;8.5

26f;Jud Reto (2001);;;;;;;;;;35.25
+;;;Haltiner Sandro (2000);;;;;;;;9.75
o;2;9.75;Schönenberger Philipp;;13;55.25;2;9.75;0;0.0;8.5
o;7;18.25;Baumann Rico;*;4;57.5;7;18.25;0;0.0;8.5
o;12;26.75;Schönenberger Björn;;19;53.75;12;26.75;0;0.0;8.5

26g;Kamm Kurt;;;;;;;;;;35.25
o;;;Martin Dominik;;;;;;;;8.5
o;5;8.5;Müller Elias;;25;35.5;5;8.5;0;0.0;8.5
o;11;17.0;Thoma Nils (1999);;25;35.5;11;17.0;0;0.0;8.5
+;17;25.5;Dudli Gallus;;30;34.25;16;25.75;-1;0.25;9.75

26h;Städler Lars;;;;;;;;;;35.25
+;;;Lusti Adrian (2001);;;;;;;;9.75
o;2;9.75;Fässler Cornel;*;10;56.0;4;8.75;2;-1.0;8.5
o;7;18.25;Egli Patrick;;18;54.0;6;18.5;-1;0.25;8.5
o;12;26.75;Baumann Simon;;20;53.5;12;26.75;0;0.0;8.5

26i;Peter Renato (2000);;;;;;;;;;35.25
o;;;Scherrer Willi;;;;;;;;8.5
o;5;8.5;Schiess Christian;;19;53.75;5;8.5;0;0.0;8.5
+;11;17.0;Rickenmann Ramon (2001);;31;34.0;11;17.0;0;0.0;9.75
o;12;26.75;Tritten Robin;;19;53.75;12;26.75;0;0.0;8.5

26j;Lusti Adrian (2001);;;;;;;;;;35.25
o;;;Städler Lars;;;;;;;;8.5
o;5;8.5;Rhyner Beni (1999);;26;35.25;5;8.5;0;0.0;8.5
o;11;17.0;Ramer Matthias (2001);;23;52.75;10;17.25;-1;0.25;8.5
+;17;25.5;Haltiner Sandro (2000);;29;34.5;16;25.75;-1;0.25;9.75

26k;Roth Markus;;;;;;;;;;35.25
o;;;Scherrer Pascal;;;;;;;;8.5
o;5;8.5;Riedi Thomas;;14;55.0;5;8.5;0;0.0;8.5
o;11;17.0;Weber Erwin (2000);;26;35.25;11;17.0;0;0.0;8.5
+;17;25.5;Ruckstuhl Manuel (2001);;31;34.0;17;25.5;0;0.0;9.75

26l;Rhyner Beni (1999);;;;;;;;;;35.25
o;;;Schönenberger Björn;;;;;;;;8.5
