4347-2021-08-22_116_Ob-_und_Nidw_Kant_Schwingfest-ST

1a;Schuler Alex;***;;;;;;;;;109.25
+;;;Würsch Lars;*;;;;;;;10.0
o;2;10.0;Odermatt Andreas;**;14;55.0;5;8.75;3;-1.25;8.5
-;7;18.5;Graber Sandro;;15;54.75;4;19.5;-3;1.0;9.0
o;9;27.5;Gut Koni;;10;56.0;5;28.5;-4;1.0;8.5
+;13;36.0;von Matt Lars;;21;53.25;12;36.25;-1;0.25;9.75
-;13;45.75;Bühler Ramon;;18;54.0;15;45.25;2;-0.5;8.75

16i;Herger Flavio (2003);;;;;;;;;;54.5
o;;;Ettlin Jan;;;;;;;;8.75
+;5;8.75;Hodler Mathias;;28;35.25;6;8.5;1;-0.25;9.75
o;7;18.5;Amgarten Martin;*;14;55.0;10;17.5;3;-1.0;8.5
-;11;27.0;von Ah Markus;;16;54.5;10;27.25;-1;0.25;8.75
-;14;35.75;Waser David;;22;53.0;15;35.5;1;-0.25;8.75
+;18;44.5;von Matt Lars;;21;53.25;17;44.75;-1;0.25;10.0

16j;Barmettler Severin (2005);;;;;;;;;;54.5
o;;;Hürlimann Ueli;;;;;;;;8.5
-;6;8.5;Stadler Simon;;21;53.25;6;8.5;0;0.0;8.75
+;11;17.25;Waser David;;22;53.0;12;17.0;1;-0.25;10.0
o;10;27.25;Hürlimann Mathias;*;14;55.0;12;26.75;2;-0.5;8.5
+;14;35.75;Kempf Fabian;;16;54.5;13;36.0;-1;0.25;10.0
-;13;45.75;Murer Andy;**;19;53.75;16;45.0;3;-0.75;8.75

17a;Christen Silvan;;;;;;;;;;54.25
-;;;Roner Remo;;;;;;;;9.0
o;4;9.0;Wyss Christian;;26;36.0;6;8.5;2;-0.5;8.5
+;10;17.5;Müller Marco;;32;34.0;12;17.0;2;-0.5;9.75
o;10;27.25;von Euw Lukas;*;12;55.5;11;27.0;1;-0.25;8.5
+;14;35.75;Zberg Nuyen (2003);;22;53.0;15;35.5;1;-0.25;10.0
o;13;45.75;Felder Seppi;*;13;55.25;14;45.5;1;-0.25;8.5

17b;Kaufmann Jens;;;;;;;;;;54.25
+;;;Imgrüth Fabian (2005);;;;;;;;10.0
+;2;10.0;Solenthaler David (2004);;19;53.75;3;9.75;1;-0.25;10.0
o;2;20.0;Bättig Martin;*;10;56.0;6;18.75;4;-1.25;8.5
o;5;28.5;Portmann Josef;**;12;55.5;6;28.25;1;-0.25;8.5
o;9;37.0;Kurmann Toni;*;9;56.25;8;37.25;-1;0.25;8.5
-;14;45.5;Schmidiger Lukas (2004);;21;53.25;18;44.5;4;-1.0;8.75

17c;Bieri Elias;;;;;;;;;;54.25
+;;;Von Euw Adi;;;;;;;;9.75
o;3;9.75;Hess Dominik;*;10;56.0;5;8.75;2;-1.0;8.5
o;8;18.25;Waser Raphael;;13;55.25;7;18.5;-1;0.25;8.5
-;12;26.75;Betschart Roger (2003);;15;54.75;11;27.0;-1;0.25;9.0
+;14;35.75;von Büren Thomas;;19;53.75;15;35.5;1;-0.25;10.0
o;13;45.75;Gisler Jonas;*;13;55.25;15;45.25;2;-0.5;8.5

17d;Betschart Daniel;;;;;;;;;;54.25
o;;;Hürlimann Marco;;;;;;;;8.5
+;6;8.5;Roner Remo;;18;54.0;5;8.75;-1;0.25;10.0
+;7;18.5;Kiser Markus (2005);;24;52.5;7;18.5;0;0.0;9.75
o;6;28.25;Suppiger Werner;**;8;56.5;6;28.25;0;0.0;8.5
-;10;36.75;Ettlin Mario (2003);;19;53.75;11;36.5;1;-0.25;9.0
o;13;45.75;Odermatt Christian;**;13;55.25;14;45.5;1;-0.25;8.5

17e;Furrer Fabian;;;;;;;;;;54.25
-;;;Durrer Jan (2003);;;;;;;;8.75
o;5;8.75;Huwyler Sven;;21;53.25;4;9.0;-1;0.25;8.5
+;11;17.25;Furrer Jens;;31;34.25;11;17.25;0;0.0;10.0
o;10;27.25;Lussi Marco;**;13;55.25;11;27.0;1;-0.25;8.5
o;14;35.75;Gloggner André;;19;53.75;15;35.5;1;-0.25;8.5
+;19;44.25;Gander Sebastian (2003);;22;53.0;18;44.5;-1;0.25;10.0

18a;Wigger Simon;;;;;;;;;;54.0
+;;;von Wyl Simon;;;;;;;;10.0
o;2;10.0;Zumstein Patrick;;25;45.5;2;10.0;0;0.0;8.5
o;7;18.5;Ming Christian;*;8;56.5;7;18.5;0;0.0;8.5
o;11;27.0;Mehr Lars;;8;56.5;11;27.0;0;0.0;8.5
+;15;35.5;Weibel Michael (2005);;24;52.5;15;35.5;0;0.0;10.0
o;14;45.5;von Euw Lukas;*;12;55.5;14;45.5;0;0.0;8.5

18b;Kälin Michael;;;;;;;;;;54.0
o;;;Rohrer Philipp (2004);;;;;;;;8.5
+;6;8.5;Zberg Nuyen (2003);;22;53.0;6;8.5;0;0.0;10.0
o;7;18.5;Poltera Andrin;*;9;56.25;9;17.75;2;-0.75;8.5
o;11;27.0;Gasser Dominik 1;;18;54.0;10;27.25;-1;0.25;8.5
+;15;35.5;Riedweg Matteo (2005);;19;53.75;15;35.5;0;0.0;10.0
o;14;45.5;Amgarten Martin;*;14;55.0;15;45.25;1;-0.25;8.5

18c;Ettlin Michael;;;;;;;;;;54.0
+;;;Waser David;;;;;;;;9.75
-;3;9.75;Rohrer Timo;;23;52.75;2;10.0;-1;0.25;8.75
-;7;18.5;Murer Andy;**;19;53.75;10;17.5;3;-1.0;8.75
o;10;27.25;Wicki Kevin;;13;55.25;10;27.25;0;0.0;8.5
+;14;35.75;Schmid Joel;;19;53.75;15;35.5;1;-0.25;9.75
o;14;45.5;Suter Beat;*;14;55.0;15;45.25;1;-0.25;8.5

18d;Ackermann Rico (2003);*;;;;;;;;;54.0
o;;;Durrer Nando;*;;;;;;;8.5
o;6;8.5;Barmettler Renato (2003);;7;56.75;3;9.75;-3;1.25;8.5
+;12;17.0;Imfeld Laurin (2004);;27;35.5;8;18.25;-4;1.25;9.75
-;12;26.75;von Matt Lars;;21;53.25;10;27.25;-2;0.5;9.0
o;14;35.75;Imfeld Beat;*;16;54.5;12;36.25;-2;0.5;8.5
+;19;44.25;Kathriner Severin;;19;53.75;15;45.25;-4;1.0;9.75

18e;Gasser Dominik 1;;;;;;;;;;54.0
+;;;Arnold Robin (2003);;;;;;;;10.0
o;2;10.0;Ulrich Michael (2003);;12;55.5;3;9.75;1;-0.25;8.75
o;6;18.75;Felder Martin;*;15;54.75;7;18.5;1;-0.25;8.5
+;10;27.25;Kälin Michael;;18;54.0;11;27.0;1;-0.25;9.75
o;9;37.0;Bättig Martin;*;10;56.0;8;37.25;-1;0.25;8.5
o;14;45.5;Grüter Marcel;;12;55.5;14;45.5;0;0.0;8.5

18f;Wittwer Roy;;;;;;;;;;54.0
+;;;Niederberger Mario (2005);;;;;;;;10.0
+;2;10.0;Imfeld Laurin (2004);;27;35.5;3;9.75;1;-0.25;10.0
o;2;20.0;Omlin Toni;*;9;56.25;6;18.75;4;-1.25;8.5
o;5;28.5;Kessler Joel;*;10;56.0;9;27.5;4;-1.0;8.5
o;9;37.0;Kaiser Sandro;;14;55.0;10;36.75;1;-0.25;8.5
o;14;45.5;Gisler Silvan;;14;55.0;15;45.25;1;-0.25;8.5

18g;Eberli Sandro (2004);;;;;;;;;;54.0
-;;;Rohrer Michael;;;;;;;;8.75
o;5;8.75;Suter Michael;;14;55.0;6;8.5;1;-0.25;8.5
o;11;17.25;Hodler Mathias;;28;35.25;12;17.0;1;-0.25;8.5
+;16;25.75;Kathriner Andreas (2003);;30;34.5;15;26.0;-1;0.25;10.0
+;14;35.75;Britschgi Markus;;28;35.25;16;35.25;2;-0.5;9.75
o;14;45.5;Dörig Erich;*;18;54.0;20;44.0;6;-1.5;8.5

18h;Waser Christoph;*;;;;;;;;;54.0
o;;;Waser Reto;*;;;;;;;8.5
+;6;8.5;Auf der Maur Alex;;14;55.0;6;8.5;0;0.0;9.75
o;8;18.25;Schuler Alex;***;1;109.25;1;37.25;-7;19.0;8.75
+;11;27.0;Stadler Simon;;21;53.25;11;27.0;0;0.0;10.0
o;9;37.0;Wyrsch Marco;**;10;56.0;8;37.25;-1;0.25;8.5
o;14;45.5;Hürlimann Marco;;12;55.5;13;45.75;-1;0.25;8.5

18i;Von Euw Adi;;;;;;;;;;54.0
o;;;Bieri Elias;;;;;;;;8.5
+;6;8.5;Kathriner Andreas (2003);;30;34.5;6;8.5;0;0.0;10.0
o;7;18.5;Durrer Jonas (2003);*;9;56.25;8;18.25;1;-0.25;8.5
+;11;27.0;Niederberger Mario (2005);;28;35.25;12;26.75;1;-0.25;10.0
o;9;37.0;Durrer Nando;*;10;56.0;8;37.25;-1;0.25;8.5
o;14;45.5;Wyrsch Gabriel;;13;55.25;14;45.5;0;0.0;8.5

18j;Theiler Nils (2004);;;;;;;;;;54.0
+;;;Durrer Pascal;;;;;;;;10.0
o;2;10.0;Zimmermann Raffael;;14;55.0;3;9.75;1;-0.25;8.5
o;7;18.5;Albert Thomas;;15;54.75;7;18.5;0;0.0;8.5
o;11;27.0;von Ah Markus;;16;54.5;10;27.25;-1;0.25;8.5
o;15;35.5;Wyrsch Gabriel;;13;55.25;14;35.75;-1;0.25;8.5
+;20;44.0;Rohrer Timo;;23;52.75;19;44.25;-1;0.25;10.0

18k;Roner Remo;;;;;;;;;;54.0
-;;;Christen Silvan;;;;;;;;8.75
o;5;8.75;Betschart Daniel;;17;54.25;6;8.5;1;-0.25;8.5
+;11;17.25;Durrer Jan (2003);;31;34.25;11;17.25;0;0.0;9.75
-;11;27.0;Gwerder Andreas;*;19;53.75;12;26.75;1;-0.25;8.75
+;14;35.75;Kiser Markus (2005);;24;52.5;15;35.5;1;-0.25;9.75
o;14;45.5;Odermatt Andreas;**;14;55.0;16;45.0;2;-0.5;8.5

18l;Bühler Ramon;;;;;;;;;;54.0
+;;;Kiser Markus (2005);;;;;;;;10.0
+;2;10.0;Felder Ivan (2004);;16;54.5;2;10.0;0;0.0;9.75
o;3;19.75;Burch Jonas;**;4;57.5;6;18.75;3;-1.0;8.5
o;6;28.25;Zimmermann Martin;***;16;54.5;10;27.25;4;-1.0;8.5
o;10;36.75;Waser Raphael;;13;55.25;10;36.75;0;0.0;8.5
-;15;45.25;Fuster Sepp;*;16;54.5;13;45.75;-2;0.5;8.75

18m;Bucher Sandro;;;;;;;;;;54.0
o;;;Suter Raphael;;;;;;;;8.5
-;6;8.5;Epp Elias (2003);;30;34.5;6;8.5;0;0.0;8.75
+;11;17.25;Wesemann Micha (2003);;32;34.0;12;17.0;1;-0.25;10.0
o;10;27.25;Achermann Christoph;*;13;55.25;11;27.0;1;-0.25;8.5
+;14;35.75;Küng Jonas (2004);;22;53.0;14;35.75;0;0.0;9.75
o;14;45.5;Thalmann Thomas;*;15;54.75;16;45.0;2;-0.5;8.5

18n;Dörig Erich;*;;;;;;;;;54.0
o;;;Durrer Jonas (2003);*;;;;;;;8.5
+;6;8.5;Albert Thomas;;15;54.75;2;10.0;-4;1.5;9.75
-;8;18.25;Wyrsch Gabriel;;13;55.25;7;18.5;-1;0.25;8.75
o;11;27.0;Barmettler Renato (2003);;7;56.75;7;28.0;-4;1.0;8.5
o;15;35.5;Kaufmann Reto;*;11;55.75;13;36.0;-2;0.5;8.5
+;20;44.0;Eberli Sandro (2004);;18;54.0;14;45.5;-6;1.5;10.0

19a;Riedweg Matteo (2005);;;;;;;;;;53.75
o;;;Ettlin Mario (2003);;;;;;;;8.5
o;6;8.5;von Büren Thomas;;19;53.75;6;8.5;0;0.0;8.5
o;12;17.0;Stadler Simon;;21;53.25;11;17.25;-1;0.25;8.5
+;17;25.5;Durrer Jan (2003);;31;34.25;16;25.75;-1;0.25;10.0
o;15;35.5;Kälin Michael;;18;54.0;15;35.5;0;0.0;8.5
+;20;44.0;Kiser Markus (2005);;24;52.5;20;44.0;0;0.0;9.75

19b;Gloggner André;;;;;;;;;;53.75
o;;;Imfeld Laurin (2004);;;;;;;;8.5
o;6;8.5;Gander Benjamin;;15;54.75;6;8.5;0;0.0;8.5
o;12;17.0;von Wyl Simon;;23;52.75;12;17.0;0;0.0;8.5
+;17;25.5;Wesemann Micha (2003);;32;34.0;17;25.5;0;0.0;10.0
+;15;35.5;Furrer Fabian;;17;54.25;14;35.75;-1;0.25;9.75
o;15;45.25;Gwerder Andreas;*;19;53.75;20;44.0;5;-1.25;8.5

19c;Ettlin Mario (2003);;;;;;;;;;53.75
+;;;Riedweg Matteo (2005);;;;;;;;9.75
o;3;9.75;Ming Christian 2;;14;55.0;2;10.0;-1;0.25;8.5
o;8;18.25;Waser Dominik;**;11;55.75;11;17.25;3;-1.0;8.5
+;12;26.75;Ulrich Sandro (2005);;28;35.25;12;26.75;0;0.0;9.75
-;11;36.5;Betschart Daniel;;17;54.25;10;36.75;-1;0.25;8.75
o;15;45.25;Suter Michael;;14;55.0;16;45.0;1;-0.25;8.5
o;19;53.75;Huser Christian;;11;55.75;11;55.75;-8;2.0;0.0

19d;von Büren Thomas;;;;;;;;;;53.75
o;;;Ziegler Elias;;;;;;;;8.5
+;6;8.5;Riedweg Matteo (2005);;19;53.75;6;8.5;0;0.0;10.0
o;7;18.5;Schmid Dominik;**;9;56.25;8;18.25;1;-0.25;8.5
o;11;27.0;Hürlimann Ueli;;13;55.25;11;27.0;0;0.0;8.5
o;15;35.5;Bieri Elias;;17;54.25;14;35.75;-1;0.25;8.5
+;20;44.0;Weibel Michael (2005);;24;52.5;20;44.0;0;0.0;9.75

19e;Schnellmann Alexander (2004);;;;;;;;;;53.75
o;;;Kathriner Severin;;;;;;;;8.5
+;6;8.5;Durrer Pascal;;29;34.75;6;8.5;0;0.0;10.0
o;7;18.5;Niederberger Markus;*;11;55.75;7;18.5;0;0.0;8.5
+;11;27.0;Käslin Valentin;;28;35.25;12;26.75;1;-0.25;9.75
o;10;36.75;Duss Yvan (2003);;12;55.5;10;36.75;0;0.0;8.5
o;15;45.25;Müller Roger;*;13;55.25;15;45.25;0;0.0;8.5

19f;Gwerder Andreas;*;;;;;;;;;53.75
o;;;Odermatt Remo;*;;;;;;;8.5
o;6;8.5;Barmettler Peter;*;9;56.25;6;8.5;0;0.0;8.5
+;12;17.0;Britschgi Markus;;28;35.25;8;18.25;-4;1.25;9.75
-;12;26.75;Roner Remo;;18;54.0;11;27.0;-1;0.25;8.75
o;15;35.5;Felder Seppi;*;13;55.25;15;35.5;0;0.0;8.5
+;20;44.0;Gloggner André;;19;53.75;15;45.25;-5;1.25;9.75

19g;Müller Luca (2004);;;;;;;;;;53.75
o;;;Albert Thomas;;;;;;;;8.5
+;6;8.5;Arnold Robin (2003);;20;53.5;6;8.5;0;0.0;9.75
+;8;18.25;Kathriner Severin;;19;53.75;8;18.25;0;0.0;10.0
o;6;28.25;Schmid Dominik;**;9;56.25;6;28.25;0;0.0;8.5
o;10;36.75;Barmettler Peter;*;9;56.25;10;36.75;0;0.0;8.5
o;15;45.25;Betschart Roger (2003);;15;54.75;17;44.75;2;-0.5;8.5

19h;Murer Andy;**;;;;;;;;;53.75
-;;;Waser Dominik;**;;;;;;;8.75
-;5;8.75;Durrer Nando;*;10;56.0;3;9.75;-2;1.0;8.75
-;10;17.5;Ettlin Michael;;18;54.0;7;18.5;-3;1.0;8.75
+;14;26.25;Schmid Joel;;19;53.75;11;27.0;-3;0.75;10.0
-;12;36.25;Odermatt Andreas;**;14;55.0;12;36.25;0;0.0;8.75
-;16;45.0;Barmettler Severin (2005);;16;54.5;13;45.75;-3;0.75;8.75

19i;Schmid Joel;;;;;;;;;;53.75
o;;;Mehr Lars;;;;;;;;8.5
o;6;8.5;Britschgi Markus;;28;35.25;6;8.5;0;0.0;8.5
+;12;17.0;Burch Jonas (2005);;31;34.25;12;17.0;0;0.0;10.0
o;11;27.0;Murer Andy;**;19;53.75;14;26.25;3;-0.75;8.5
o;15;35.5;Ettlin Michael;;18;54.0;14;35.75;-1;0.25;8.5
+;20;44.0;von Wyl Simon;;23;52.75;19;44.25;-1;0.25;9.75

19j;Reichmuth Marco (2005);;;;;;;;;;53.75
+;;;Käslin Valentin;;;;;;;;9.75
o;3;9.75;Doppmann Ueli;;11;55.75;2;10.0;-1;0.25;8.5
o;8;18.25;Waser Adrian;*;33;27.25;11;17.25;3;-1.0;8.75
o;11;27.0;Gander Benjamin;;15;54.75;12;26.75;1;-0.25;8.5
+;15;35.5;Füglister Stefan (2003);;24;52.5;15;35.5;0;0.0;9.75
o;15;45.25;Gander Adrian;*;12;55.5;13;45.75;-2;0.5;8.5

19k;Ziegler Elias;;;;;;;;;;53.75
+;;;von Büren Thomas;;;;;;;;10.0
+;2;10.0;Rohrer Philipp (2004);;28;35.25;3;9.75;1;-0.25;9.75
o;3;19.75;Kenel Franz-Toni;*;10;56.0;6;18.75;3;-1.0;8.5
o;6;28.25;Durrer Jonas (2003);*;9;56.25;7;28.0;1;-0.25;8.5
o;10;36.75;Ulrich Michael (2003);;12;55.5;9;37.0;-1;0.25;8.5
o;15;45.25;Auf der Maur Alex;;14;55.0;15;45.25;0;0.0;8.5

19l;Solenthaler David (2004);;;;;;;;;;53.75
+;;;Kathriner Andreas (2003);;;;;;;;9.75
o;3;9.75;Kaufmann Jens;;17;54.25;2;10.0;-1;0.25;8.5
o;8;18.25;Hürlimann Mathias;*;14;55.0;12;17.0;4;-1.25;8.5
+;12;26.75;Inauen Maurus (2003);;28;35.25;12;26.75;0;0.0;10.0
o;10;36.75;Zimmermann Raffael;;14;55.0;10;36.75;0;0.0;8.5
o;15;45.25;Vogel Marcel;*;11;55.75;13;45.75;-2;0.5;8.5

19m;Kathriner Severin;;;;;;;;;;53.75
+;;;Schnellmann Alexander (2004);;;;;;;;9.75
o;3;9.75;Duss Yvan (2003);;12;55.5;3;9.75;0;0.0;8.5
o;8;18.25;Müller Luca (2004);;19;53.75;8;18.25;0;0.0;8.5
-;12;26.75;Küng Jonas (2004);;22;53.0;11;27.0;-1;0.25;8.75
+;15;35.5;Schmidiger Lukas (2004);;21;53.25;13;36.0;-2;0.5;9.75
o;15;45.25;Ackermann Rico (2003);*;18;54.0;19;44.25;4;-1.0;8.5

20a;Arnold Robin (2003);;;;;;;;;;53.5
o;;;Gasser Dominik 1;;;;;;;;8.5
o;6;8.5;Müller Luca (2004);;19;53.75;6;8.5;0;0.0;8.5
+;12;17.0;Vogler Adrian (2004);;28;35.25;12;17.0;0;0.0;9.75
+;12;26.75;Imfeld Laurin (2004);;27;35.5;12;26.75;0;0.0;9.75
o;11;36.5;Gasser Peter;*;14;55.0;11;36.5;0;0.0;8.5
o;16;45.0;Waser Reto;*;13;55.25;15;45.25;-1;0.25;8.5

20b;von Rickenbach Carlo (2005);;;;;;;;;;53.5
o;;;Graber Sandro;;;;;;;;8.5
+;6;8.5;Käslin Valentin;;28;35.25;6;8.5;0;0.0;9.75
o;8;18.25;von Euw Lukas;*;12;55.5;11;17.25;3;-1.0;8.5
+;12;26.75;Imgrüth Fabian (2005);;31;34.25;16;25.75;4;-1.0;9.75
o;11;36.5;Durrer Lukas;;13;55.25;10;36.75;-1;0.25;8.5
o;16;45.0;Gander Benjamin;;15;54.75;16;45.0;0;0.0;8.5

21a;Schmidiger Lukas (2004);;;;;;;;;;53.25
-;;;von Matt Lars;;;;;;;;9.0
+;4;9.0;Durrer Jan (2003);;31;34.25;5;8.75;1;-0.25;10.0
o;5;19.0;Würsch Lars;*;15;54.75;6;18.75;1;-0.25;8.5
o;9;27.5;Hess Dominik;*;10;56.0;10;27.25;1;-0.25;8.5
o;13;36.0;Kathriner Severin;;19;53.75;15;35.5;2;-0.5;8.5
-;18;44.5;Kaufmann Jens;;17;54.25;14;45.5;-4;1.0;8.75

21b;von Matt Lars;;;;;;;;;;53.25
-;;;Schmidiger Lukas (2004);;;;;;;;9.0
o;4;9.0;Huser Christian;;11;55.75;5;8.75;1;-0.25;8.5
+;10;17.5;Imgrüth Fabian (2005);;31;34.25;11;17.25;1;-0.25;9.75
-;10;27.25;Ackermann Rico (2003);*;18;54.0;12;26.75;2;-0.5;9.0
o;12;36.25;Fuster Sepp;*;16;54.5;13;36.0;1;-0.25;8.5
o;17;44.75;Herger Flavio (2003);;16;54.5;18;44.5;1;-0.25;8.5

21c;Stadler Simon;;;;;;;;;;53.25
o;;;von Wyl Kevin (2004);;;;;;;;8.5
-;6;8.5;Barmettler Severin (2005);;16;54.5;6;8.5;0;0.0;8.75
+;11;17.25;Riedweg Matteo (2005);;19;53.75;12;17.0;1;-0.25;9.75
o;11;27.0;Waser Christoph;*;18;54.0;11;27.0;0;0.0;8.5
-;15;35.5;von Wyl Simon;;23;52.75;15;35.5;0;0.0;8.75
-;19;44.25;Zberg Nuyen (2003);;22;53.0;20;44.0;1;-0.25;9.0

21d;Huwyler Sven;;;;;;;;;;53.25
-;;;Weibel Michael (2005);;;;;;;;9.0
+;4;9.0;Furrer Fabian;;17;54.25;5;8.75;1;-0.25;10.0
o;5;19.0;Schuler Philipp;**;6;57.0;7;18.5;2;-0.5;8.5
o;9;27.5;Auf der Maur Alex;;14;55.0;11;27.0;2;-0.5;8.5
o;13;36.0;Huser Christian;;11;55.75;14;35.75;1;-0.25;8.5
-;18;44.5;Küng Jonas (2004);;22;53.0;19;44.25;1;-0.25;8.75

22a;Küng Jonas (2004);;;;;;;;;;53.0
+;;;Furrer Jens;;;;;;;;10.0
o;2;10.0;Ming Hannes;;14;55.0;3;9.75;1;-0.25;8.5
o;7;18.5;Barmettler Peter;*;9;56.25;8;18.25;1;-0.25;8.5
-;11;27.0;Kathriner Severin;;19;53.75;12;26.75;1;-0.25;8.75
o;14;35.75;Bucher Sandro;;18;54.0;14;35.75;0;0.0;8.5
-;19;44.25;Huwyler Sven;;21;53.25;18;44.5;-1;0.25;8.75

22b;Gander Sebastian (2003);;;;;;;;;;53.0
o;;;Achermann Simon;;;;;;;;8.5
+;6;8.5;Müller Marco;;32;34.0;6;8.5;0;0.0;10.0
o;7;18.5;Ulrich Marco;**;8;56.5;8;18.25;1;-0.25;8.5
-;11;27.0;Kempf Fabian;;16;54.5;11;27.0;0;0.0;9.0
o;13;36.0;Hürlimann Marco;;12;55.5;14;35.75;1;-0.25;8.5
o;18;44.5;Furrer Fabian;;17;54.25;19;44.25;1;-0.25;8.5

22c;Waser David;;;;;;;;;;53.0
o;;;Ettlin Michael;;;;;;;;8.5
o;6;8.5;Auf der Maur Alex;;14;55.0;6;8.5;0;0.0;8.5
o;12;17.0;Barmettler Severin (2005);;16;54.5;11;17.25;-1;0.25;8.5
+;17;25.5;Epp Elias (2003);;30;34.5;15;26.0;-2;0.5;10.0
-;15;35.5;Herger Flavio (2003);;16;54.5;14;35.75;-1;0.25;8.75
o;19;44.25;Kempf Fabian;;16;54.5;18;44.5;-1;0.25;8.75

22d;Zberg Nuyen (2003);;;;;;;;;;53.0
o;;;Gut Koni;;;;;;;;8.5
o;6;8.5;Kälin Michael;;18;54.0;6;8.5;0;0.0;8.5
-;12;17.0;Durrer Pascal;;29;34.75;12;17.0;0;0.0;8.75
+;16;25.75;Burch Jonas (2005);;31;34.25;17;25.5;1;-0.25;9.75
o;15;35.5;Christen Silvan;;17;54.25;14;35.75;-1;0.25;8.5
-;20;44.0;Stadler Simon;;21;53.25;19;44.25;-1;0.25;9.0

23a;von Wyl Simon;;;;;;;;;;52.75
o;;;Wigger Simon;;;;;;;;8.5
o;6;8.5;Heinzer Lukas (2004);;11;55.75;4;9.0;-2;0.5;8.5
+;12;17.0;Gloggner André;;19;53.75;12;17.0;0;0.0;10.0
o;11;27.0;Felder Seppi;*;13;55.25;16;25.75;5;-1.25;8.5
-;15;35.5;Stadler Simon;;21;53.25;15;35.5;0;0.0;8.75
o;19;44.25;Schmid Joel;;19;53.75;20;44.0;1;-0.25;8.5

23b;Rohrer Timo;;;;;;;;;;52.75
+;;;Britschgi Markus;;;;;;;;10.0
-;2;10.0;Ettlin Michael;;18;54.0;3;9.75;1;-0.25;8.75
o;6;18.75;Wallimann Remo;*;15;54.75;7;18.5;1;-0.25;8.5
o;10;27.25;Durrer Markus;;13;55.25;7;28.0;-3;0.75;8.5
o;14;35.75;von Wyl Kevin (2004);;10;56.0;13;36.0;-1;0.25;8.5
o;19;44.25;Theiler Nils (2004);;18;54.0;20;44.0;1;-0.25;8.5

24a;Kiser Markus (2005);;;;;;;;;;52.5
o;;;Bühler Ramon;;;;;;;;8.5
+;6;8.5;Füglister Stefan (2003);;24;52.5;6;8.5;0;0.0;10.0
o;7;18.5;Betschart Daniel;;17;54.25;7;18.5;0;0.0;8.5
o;11;27.0;Thalmann Thomas;*;15;54.75;14;26.25;3;-0.75;8.5
o;15;35.5;Roner Remo;;18;54.0;14;35.75;-1;0.25;8.5
o;20;44.0;Riedweg Matteo (2005);;19;53.75;20;44.0;0;0.0;8.5

24b;Weibel Michael (2005);;;;;;;;;;52.5
-;;;Huwyler Sven;;;;;;;;9.0
o;4;9.0;Betschart Roger (2003);;15;54.75;6;8.5;2;-0.5;8.5
-;10;17.5;Kathriner Andreas (2003);;30;34.5;12;17.0;2;-0.5;9.0
-;13;26.5;Durrer Pascal;;29;34.75;16;25.75;3;-0.75;9.0
o;15;35.5;Wigger Simon;;18;54.0;15;35.5;0;0.0;8.5
o;20;44.0;von Büren Thomas;;19;53.75;20;44.0;0;0.0;8.5

24c;Füglister Stefan (2003);;;;;;;;;;52.5
o;;;Zumstein Patrick;;;;;;;;8.5
o;6;8.5;Kiser Markus (2005);;24;52.5;6;8.5;0;0.0;8.5
o;12;17.0;Käslin Valentin;;28;35.25;12;17.0;0;0.0;8.5
+;17;25.5;von Flüe Michael;;31;34.25;16;25.75;-1;0.25;10.0
o;15;35.5;Reichmuth Marco (2005);;19;53.75;15;35.5;0;0.0;8.5
o;20;44.0;Felder Ivan (2004);;16;54.5;18;44.5;-2;0.5;8.5

25a;Zumstein Patrick;;;;;;;;;;45.5
+;;;Füglister Stefan (2003);;;;;;;;10.0
+;2;10.0;Wigger Simon;;18;54.0;2;10.0;0;0.0;10.0
o;2;20.0;Ambühl Joel;**;11;55.75;7;18.5;5;-1.5;8.5
o;5;28.5;Stöckli Damian;*;7;56.75;6;28.25;1;-0.25;8.5
o;9;37.0;Achermann Simon;;10;56.0;8;37.25;-1;0.25;8.5

26a;Wyss Christian;;;;;;;;;;36.0
o;;;Schuler Alex;;;;;;;;8.5
+;6;8.5;Christen Silvan;;17;54.25;4;9.0;-2;0.5;10.0
o;7;18.5;Waser Reto;*;13;55.25;8;18.25;1;-0.25;8.75
-;10;27.25;Gander Adrian;*;12;55.5;11;27.0;1;-0.25;8.75

27a;Imfeld Laurin (2004);;;;;;;;;;35.5
+;;;Gloggner André;;;;;;;;9.75
o;3;9.75;Wittwer Roy;;18;54.0;2;10.0;-1;0.25;8.5
o;8;18.25;Ackermann Rico (2003);*;18;54.0;12;17.0;4;-1.25;8.5
o;12;26.75;Arnold Robin (2003);;20;53.5;12;26.75;0;0.0;8.75

28a;Britschgi Markus;;;;;;;;;;35.25
o;;;Rohrer Timo;;;;;;;;8.5
+;6;8.5;Schmid Joel;;19;53.75;6;8.5;0;0.0;9.75
o;8;18.25;Gwerder Andreas;*;19;53.75;12;17.0;4;-1.25;8.5
o;12;26.75;Eberli Sandro (2004);;18;54.0;16;25.75;4;-1.0;8.5

28b;Niederberger Mario (2005);;;;;;;;;;35.25
o;;;Wittwer Roy;;;;;;;;8.5
+;6;8.5;Wesemann Micha (2003);;32;34.0;6;8.5;0;0.0;9.75
o;8;18.25;Grüter Marcel;;12;55.5;7;18.5;-1;0.25;8.5
o;12;26.75;Von Euw Adi;;18;54.0;11;27.0;-1;0.25;8.5

