4447-2019-06-10_Glarner-Buendner_Kantonalschwingfest-ST

1a;Orlik Armon;***;;;;;;;;;59.0
o;14;45.5;Flütsch Marco;;14;55.0;15;45.25;1;-0.25;8.5

19a;Aebli Andrin (2001);;;;;;;;;;53.75
o;;;Lenherr Cédric (2003);;;;;;;;8.75
+;4;8.75;Grob Rachen (2002);;27;34.0;5;8.5;1;-0.25;9.75
o;6;18.5;Poltera Andrin;*;12;55.5;11;17.25;5;-1.25;8.5
+;10;27.0;Gallati Nils (2002);;22;52.5;10;27.0;0;0.0;9.75
o;10;36.75;Neff Florian;;7;56.75;10;36.75;0;0.0;8.5
o;15;45.25;Laager Michael (2001);;13;55.25;15;45.25;0;0.0;8.5

19b;Schrepfer Sven (2003);;;;;;;;;;53.75
o;;;Lieberherr David (2003);;;;;;;;8.5
o;5;8.5;Forrer Marco (2003);;24;35.25;5;8.5;0;0.0;8.5
+;12;17.0;Vetterli Sven (2003);;22;52.5;12;17.0;0;0.0;10.0
o;10;27.0;Dörig Erich;*;12;55.5;10;27.0;0;0.0;8.5
+;15;35.5;Mösli Marcel;;17;54.25;14;35.75;-1;0.25;9.75
o;15;45.25;Höpli Remo;;18;54.0;18;44.25;3;-1.0;8.5

19c;Bernhard Thomas (2002);;;;;;;;;;53.75
+;;;Gallati Nils (2002);;;;;;;;9.75
o;2;9.75;Kirchmeier Christof;;13;55.25;2;9.75;0;0.0;8.5
+;7;18.25;Düring Dominik (2003);;26;34.25;11;17.25;4;-1.0;10.0
o;5;28.25;Hess Michael;*;11;55.75;8;27.5;3;-0.75;8.5
o;10;36.75;Schnyder Christian;;12;55.5;9;37.0;-1;0.25;8.5
o;15;45.25;Tschudi Mario (2001);;13;55.25;14;45.5;-1;0.25;8.5

20a;Langenegger Beat;;;;;;;;;;53.5
+;;;Ritter Fabio (2001);;;;;;;;9.75
o;2;9.75;Blaser Niklas;*;13;55.25;4;8.75;2;-1.0;8.75
-;6;18.5;Mathis Patrick;;17;54.25;6;18.5;0;0.0;9.0
-;8;27.5;Schrepfer Roy;;12;55.5;10;27.0;2;-0.5;8.75
o;12;36.25;Badat Thomas;;17;54.25;14;35.75;2;-0.5;8.5
-;16;44.75;Sprecher Martin;;18;54.0;15;45.25;-1;0.5;8.75

21a;Keller Stefan;;;;;;;;;;52.75
+;;;Elmer Loris;;;;;;;;10.0
o;1;10.0;Vollenweider Jeremy;*;7;56.75;4;8.75;3;-1.25;8.5
o;6;18.5;Koller Silvan (2002);;14;55.0;7;18.25;1;-0.25;8.5
o;10;27.0;Ritter Fabio (2001);;17;54.25;10;27.0;0;0.0;8.5
-;15;35.5;Hofer Lars (2003);;21;52.75;15;35.5;0;0.0;8.75
o;18;44.25;Stadelmann Patrick;;18;54.0;18;44.25;0;0.0;8.5

21b;Signer Walter;;;;;;;;;;52.75
o;;;Hug Jan;;;;;;;;8.5
+;5;8.5;Cavegn Simon (2003);;27;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Peng Mike;***;11;55.75;11;17.25;5;-1.25;8.5
-;10;27.0;Wehrli Jan (2002);;13;55.25;8;27.5;-2;0.5;8.75
o;14;35.75;Burkhalter Thomas (2003);;16;54.5;13;36.0;-1;0.25;8.5
o;18;44.25;Niederer Andreas (2002);;18;54.0;19;44.0;1;-0.25;8.5

21c;Lenherr Cédric (2003);;;;;;;;;;52.75
+;;;Aebli Andrin (2001);;;;;;;;9.75
o;2;9.75;Gartmann Mauro;*;7;56.75;2;9.75;0;0.0;8.5
o;7;18.25;Fässler Tobias (2002);;13;55.25;6;18.5;-1;0.25;8.5
-;11;26.75;Tremp Ruedi (2003);;22;52.5;11;26.75;0;0.0;8.75
-;15;35.5;Arpagaus Nino (2003);;17;54.25;15;35.5;0;0.0;8.75
o;18;44.25;Brand Andreas (2003);;13;55.25;15;45.25;-3;1.0;8.5

21d;Hofer Lars (2003);;;;;;;;;;52.75
o;;;Rhyner Beni;;;;;;;;8.5
o;5;8.5;Salnajs Leo;;17;54.25;5;8.5;0;0.0;8.5
+;12;17.0;Grob Rachen (2002);;27;34.0;12;17.0;0;0.0;10.0
o;10;27.0;Mettler Valentin;*;18;54.0;11;26.75;1;-0.25;8.5
-;15;35.5;Keller Stefan;;21;52.75;15;35.5;0;0.0;8.75
o;18;44.25;Schoch Cornel;;17;54.25;17;44.5;-1;0.25;8.5

21e;Lieberherr David (2003);;;;;;;;;;52.75
+;;;Schrepfer Sven (2003);;;;;;;;10.0
o;1;10.0;Streiff Dominik;*;15;54.75;4;8.75;3;-1.25;8.5
o;6;18.5;Kolb Pirmin (2001);;7;56.75;6;18.5;0;0.0;8.5
o;10;27.0;Schallberger Clint;;13;55.25;10;27.0;0;0.0;8.5
o;15;35.5;Straub Paul;;17;54.25;13;36.0;-2;0.5;8.5
o;19;44.0;Wehrli Jan (2002);;13;55.25;15;45.25;-4;1.25;8.75

22a;Gerig Marcel;;;;;;;;;;52.5
o;;;Kolb Pirmin (2001);;;;;;;;8.5
o;5;8.5;Burkhalter Thomas (2003);;16;54.5;3;9.0;-2;0.5;8.5
+;12;17.0;Gaccioli Benjamin;;27;34.0;12;17.0;0;0.0;10.0
o;10;27.0;Koller Fabian;*;13;55.25;10;27.0;0;0.0;8.5
o;15;35.5;Giger Florian (2001);;18;54.0;15;35.5;0;0.0;8.5
o;19;44.0;Manser Adrian;;18;54.0;18;44.25;-1;0.25;8.5

22b;Tremp Ruedi (2003);;;;;;;;;;52.5
o;;;Koller Silvan (2002);;;;;;;;8.5
+;5;8.5;Vetterli Sven (2003);;22;52.5;5;8.5;0;0.0;9.75
o;7;18.25;Jörger Marc;*;10;56.0;6;18.5;-1;0.25;8.5
-;11;26.75;Lenherr Cédric (2003);;21;52.75;11;26.75;0;0.0;8.75
o;15;35.5;Brülisauer Thomas (2003);;18;54.0;15;35.5;0;0.0;8.5
o;19;44.0;Arpagaus Nino (2003);;17;54.25;18;44.25;-1;0.25;8.5

22c;Egli Patrick;;;;;;;;;;52.5
o;;;Schoch Cornel;;;;;;;;8.5
o;5;8.5;Wehrli Jan (2002);;13;55.25;3;9.0;-2;0.5;8.5
+;12;17.0;Arpagaus Nino (2003);;17;54.25;11;17.25;-1;0.25;9.75
-;11;26.75;Sprecher Martin;;18;54.0;11;26.75;0;0.0;8.75
o;15;35.5;Schwyn Patrick;;17;54.25;15;35.5;0;0.0;8.5
o;19;44.0;Speck Ignaz (2003);;14;55.0;15;45.25;-4;1.25;8.5

22d;Gallati Nils (2002);;;;;;;;;;52.5
o;;;Bernhard Thomas (2002);;;;;;;;8.5
o;5;8.5;Joos Enrico (2003);;17;54.25;5;8.5;0;0.0;8.5
+;12;17.0;Cavegn Simon (2003);;27;34.0;12;17.0;0;0.0;10.0
o;10;27.0;Aebli Andrin (2001);;19;53.75;10;27.0;0;0.0;8.5
o;15;35.5;Speck Ignaz (2003);;14;55.0;15;35.5;0;0.0;8.5
o;19;44.0;Mösli Marcel;;17;54.25;18;44.25;-1;0.25;8.5

22e;Vetterli Sven (2003);;;;;;;;;;52.5
o;;;Tschudi Mario (2001);;;;;;;;8.5
o;5;8.5;Tremp Ruedi (2003);;22;52.5;5;8.5;0;0.0;8.5
o;12;17.0;Schrepfer Sven (2003);;19;53.75;12;17.0;0;0.0;8.5
+;15;25.5;Cavegn Simon (2003);;27;34.0;15;25.5;0;0.0;10.0
o;15;35.5;Schrepfer Roy;;12;55.5;13;36.0;-2;0.5;8.5
o;19;44.0;Joos Enrico (2003);;17;54.25;18;44.25;-1;0.25;8.5

23a;Fuster Sepp;*;;;;;;;;;46.5
o;;;Fontana Michael;*;;;;;;;8.5
+;5;8.5;Hug Jan;;14;55.0;2;9.75;-3;1.25;9.75
+;7;18.25;Sprecher Martin;;18;54.0;7;18.25;0;0.0;9.75
+;6;28.0;Koller Silvan (2002);;14;55.0;5;28.25;-1;0.25;10.0
o;5;38.0;Schlegel Sandro;**;4;57.5;7;37.5;2;-0.5;8.5

24a;Bärtsch Andreas (2002);;;;;;;;;;35.25
o;;;Niederer Andreas (2002);;;;;;;;8.5
+;5;8.5;Höpli Remo;;18;54.0;5;8.5;0;0.0;9.75
o;7;18.25;Baumann Rico;*;14;55.0;8;18.0;1;-0.25;8.5
o;11;26.75;Inauen Aurel;;17;54.25;10;27.0;-1;0.25;8.5

24b;Forrer Marco (2003);;;;;;;;;;35.25
o;;;Lötscher Abraham;;;;;;;;8.5
+;5;8.5;Schrepfer Sven (2003);;19;53.75;5;8.5;0;0.0;9.75
o;7;18.25;Schmid Patrick;*;10;56.0;10;17.5;3;-0.75;8.5
o;11;26.75;Salnajs Leo;;17;54.25;9;27.25;-2;0.5;8.5

24c;Hefti Christian;;;;;;;;;;35.25
o;;;Schallberger Clint;;;;;;;;8.5
+;5;8.5;Brülisauer Thomas (2003);;18;54.0;5;8.5;0;0.0;9.75
o;7;18.25;Pfister Florian;*;28;28.5;6;18.5;-1;0.25;8.5
o;11;26.75;Tremp Remo;;18;54.0;11;26.75;0;0.0;8.5

24d;Tanner Markus (2002);;;;;;;;;;35.25
o;;;Neff Florian;;;;;;;;8.5
+;5;8.5;Baumann Nico (2002);;27;34.0;5;8.5;0;0.0;9.75
o;7;18.25;Hegner Ueli;*;8;56.5;7;18.25;0;0.0;8.5
o;11;26.75;Hug Jan;;14;55.0;11;26.75;0;0.0;8.5

24e;Elmer Loris;;;;;;;;;;35.25
o;;;Keller Stefan;;;;;;;;8.5
o;5;8.5;Ritter Fabio (2001);;17;54.25;5;8.5;0;0.0;8.5
+;12;17.0;Bertogg Severin (2001);;27;34.0;12;17.0;0;0.0;9.75
o;11;26.75;Brand Andreas (2003);;13;55.25;11;26.75;0;0.0;8.5

24f;Rütsche Stefan;*;;;;;;;;;35.25
o;;;Jöhl Christian;*;;;;;;;8.5
o;5;8.5;Horner Sämi;;9;56.25;1;10.0;-4;1.5;8.5
+;12;17.0;Ritter Fabio (2001);;17;54.25;6;18.5;-6;1.5;9.75
o;11;26.75;Schwyn Adrian;*;13;55.25;11;26.75;0;0.0;8.5

25a;Ackermann Roman;;;;;;;;;;35.0
-;;;Schrepfer Roy;;;;;;;;8.75
o;4;8.75;Badat Thomas;;17;54.25;3;9.0;-1;0.25;8.5
-;11;17.25;Wagner Andreas (2002);;16;54.5;11;17.25;0;0.0;9.0
-;12;26.25;Roth Sämi;;25;35.0;12;26.25;0;0.0;8.75

25b;Roth Sämi;;;;;;;;;;35.0
-;;;Wehrli Jan (2002);;;;;;;;9.0
-;3;9.0;Manser Adrian;;18;54.0;4;8.75;1;-0.25;8.75
o;9;17.75;Straub Paul;;17;54.25;10;17.5;1;-0.25;8.5
-;12;26.25;Ackermann Roman;;25;35.0;12;26.25;0;0.0;8.75

26a;Düring Dominik (2003);;;;;;;;;;34.25
-;;;Arpagaus Nino (2003);;;;;;;;8.75
o;4;8.75;Schnyder Christian;;12;55.5;1;10.0;-3;1.25;8.5
o;11;17.25;Bernhard Thomas (2002);;19;53.75;7;18.25;-4;1.0;8.5
o;14;25.75;Manser Adrian;;18;54.0;13;26.0;-1;0.25;8.5

27a;Gaccioli Benjamin;;;;;;;;;;34.0
o;;;Sprecher Martin;;;;;;;;8.5
o;5;8.5;Flütsch Marco;;14;55.0;5;8.5;0;0.0;8.5
o;12;17.0;Gerig Marcel;;22;52.5;12;17.0;0;0.0;8.5
o;15;25.5;Tanner Adrian;;18;54.0;14;25.75;-1;0.25;8.5

27b;Baumann Nico (2002);;;;;;;;;;34.0
o;;;Schnyder Christian;;;;;;;;8.5
o;5;8.5;Tanner Markus (2002);;24;35.25;5;8.5;0;0.0;8.5
o;12;17.0;Brand Andreas (2003);;13;55.25;12;17.0;0;0.0;8.5
o;15;25.5;Arpagaus Nino (2003);;17;54.25;14;25.75;-1;0.25;8.5

27c;Cavegn Simon (2003);;;;;;;;;;34.0
o;;;Fässler Tobias (2002);;;;;;;;8.5
o;5;8.5;Signer Walter;;21;52.75;5;8.5;0;0.0;8.5
o;12;17.0;Gallati Nils (2002);;22;52.5;12;17.0;0;0.0;8.5
o;15;25.5;Vetterli Sven (2003);;22;52.5;15;25.5;0;0.0;8.5

27d;Grob Rachen (2002);;;;;;;;;;34.0
o;;;Speck Ignaz (2003);;;;;;;;8.5
o;5;8.5;Aebli Andrin (2001);;19;53.75;4;8.75;-1;0.25;8.5
o;12;17.0;Hofer Lars (2003);;21;52.75;12;17.0;0;0.0;8.5
o;15;25.5;Wagner Andreas (2002);;16;54.5;12;26.25;-3;0.75;8.5

27e;Bertogg Severin (2001);;;;;;;;;;34.0
o;;;Thoma Christoph;;;;;;;;8.5
o;5;8.5;Ackermann Rico (2003);;12;55.5;5;8.5;0;0.0;8.5
o;12;17.0;Elmer Loris;;24;35.25;12;17.0;0;0.0;8.5
o;15;25.5;Brülisauer Thomas (2003);;18;54.0;15;25.5;0;0.0;8.5

28a;Pfister Florian;*;;;;;;;;;28.5
o;;;Gartmann Mauro;*;;;;;;;8.5
+;5;8.5;Jörger Corsin;;10;56.0;1;10.0;-4;1.5;10.0
+;6;18.5;Hefti Christian;;24;35.25;7;18.25;1;-0.25;10.0

29a;Rüegg Roman;*;;;;;;;;;26.0
-;;;Poltera Andrin;*;;;;;;;8.75
o;4;8.75;Schneider Mario;**;3;58.0;4;8.75;0;0.0;8.5
-;11;17.25;Inauen Aurel;;17;54.25;7;18.25;-4;1.0;8.75

30a;Gosswiler Livio;*;;;;;;;;;18.25
o;;;Rotach Lars;*;;;;;;;8.5
+;5;8.5;Schiesser Patrik;;17;54.25;2;9.75;-3;1.25;9.75

31a;Büsser Remo;;;;;;;;;;17.0
o;;;Kolb This (2003);;;;;;;;8.5
o;5;8.5;Keller Werner;;17;54.25;5;8.5;0;0.0;8.5

