3816-2017-07-01_Buendner-Glarner_Kantonalschwingfest-ST

1a;Orlik Armon;***;;;;;;;;;58.25
-;14;25.5;Frauenfelder Florian (2001);;23;51.75;13;25.75;-1;0.25;8.75
+;17;34.25;Kleinberger Alex;;20;52.75;17;34.25;0;0.0;10.0
o;17;44.25;Mathis Patrick;;13;54.5;16;44.5;-1;0.25;8.5

20c;Kleinberger Alex;;;;;;;;;;52.75
o;;;Basler Siro;;;;;;;;8.5
o;4;8.5;Jörger Marc;;4;57.0;4;8.5;0;0.0;8.5
-;9;17.0;Rhyner Beni (1999);;18;53.25;8;17.25;-1;0.25;8.75
o;13;25.75;Kobler Janosch (2000);;12;54.75;12;26.0;-1;0.25;8.5
o;17;34.25;Rutz Cédric;;20;52.75;17;34.25;0;0.0;8.5
+;22;42.75;Bertogg Severin (2001);;25;51.0;23;42.5;1;-0.25;10.0

21a;Laager Andreas (1999);;;;;;;;;;52.5
o;;;Peter Renato (2000);;;;;;;;8.5
o;4;8.5;Sieber Marc (2000);;21;52.5;4;8.5;0;0.0;8.5
+;9;17.0;Glättli Benny;;22;52.25;9;17.0;0;0.0;10.0
o;9;27.0;Flütsch Marco (1999);;9;55.5;9;27.0;0;0.0;8.5
o;14;35.5;Bänziger Peter;;14;54.25;14;35.5;0;0.0;8.5
o;18;44.0;Ebert Claudio;;17;53.5;19;43.75;1;-0.25;8.5

21b;Baumann Simon;;;;;;;;;;52.5
o;;;Koller Fabian;;;;;;;;8.5
-;4;8.5;Held Florian;;12;54.75;3;8.75;-1;0.25;8.75
o;8;17.25;Hollenstein Daniel;;16;53.75;8;17.25;0;0.0;8.5
+;13;25.75;Betschart Fabian (1999);;19;53.0;12;26.0;-1;0.25;9.75
o;14;35.5;Bickel Stefan;*;15;54.0;13;35.75;-1;0.25;8.5
o;18;44.0;Götti Samuel;;15;54.0;17;44.25;-1;0.25;8.5

21c;Sieber Marc (2000);;;;;;;;;;52.5
o;;;Wild Thomas;;;;;;;;8.5
+;4;8.5;Laager Andreas (1999);;21;52.5;4;8.5;0;0.0;9.75
o;6;18.25;Vogel Beat;*;15;54.0;9;17.0;3;-1.25;8.5
o;10;26.75;Flütsch Marco (1999);;9;55.5;9;27.0;-1;0.25;8.5
-;15;35.25;Sprecher Martin (2000);;15;54.0;15;35.25;0;0.0;8.75
o;18;44.0;Tschudi Mario (2001);;10;55.25;13;45.25;-5;1.25;8.5

21d;Koller Valentin;;;;;;;;;;52.5
o;;;Lieberherr Michael (1999);;;;;;;;8.5
o;4;8.5;Bänziger Peter;;14;54.25;4;8.5;0;0.0;8.5
+;9;17.0;Aebli Andrin (2001);;26;25.5;9;17.0;0;0.0;10.0
o;9;27.0;Jörger Corsin;;11;55.0;6;28.0;-3;1.0;8.5
o;14;35.5;Stadelmann Patrick (2000);;16;53.75;15;35.25;1;-0.25;8.5
o;18;44.0;Frauchiger Remo;;15;54.0;18;44.0;0;0.0;8.5

21e;Arnold Christian;;;;;;;;;;52.5
o;;;Riedi Thomas;;;;;;;;8.5
o;4;8.5;Jörger Corsin;;11;55.0;4;8.5;0;0.0;8.5
o;9;17.0;Mathis Patrick;;13;54.5;8;17.25;-1;0.25;8.5
o;14;25.5;Kiener Raphael (2000);;10;55.25;10;26.75;-4;1.25;8.5
+;18;34.0;Ebert Claudio;;17;53.5;15;35.25;-3;1.25;10.0
o;18;44.0;Held Florian;;12;54.75;15;44.75;-3;0.75;8.5

21f;Müller Loris (1999);;;;;;;;;;52.5
+;;;Aebli Andrin (2001);;;;;;;;9.75
o;2;9.75;Biäsch Christian;*;5;56.75;3;8.75;1;-1.0;8.5
o;6;18.25;Bärtsch Jann (2000);;9;55.5;6;18.25;0;0.0;8.5
o;10;26.75;Tschudi Mario (2001);;10;55.25;9;27.0;-1;0.25;8.5
o;15;35.25;Schiesser Patrik;;9;55.5;13;35.75;-2;0.5;8.5
o;19;43.75;Sprecher Martin (2000);;15;54.0;18;44.0;-1;0.25;8.75

21g;Scherrer Pascal;;;;;;;;;;52.5
+;;;Rohner Lukas (2000);;;;;;;;10.0
o;1;10.0;Riedi Thomas;;13;54.5;1;10.0;0;0.0;8.5
o;5;18.5;Näf Pius;*;11;55.0;5;18.5;0;0.0;8.5
o;9;27.0;Pianta Christian;;10;55.25;8;27.25;-1;0.25;8.5
o;14;35.5;Hungerbühler Marcel;;14;54.25;13;35.75;-1;0.25;8.5
o;18;44.0;Schwyn Patrick (1999);;14;54.25;17;44.25;-1;0.25;8.5

22a;Grob Krischan (1999);;;;;;;;;;52.25
o;;;Duschen Raffael;;;;;;;;8.5
o;4;8.5;Caflisch Stefan;;11;55.0;4;8.5;0;0.0;8.5
o;9;17.0;Kamm Fritz (1999);;16;53.75;9;17.0;0;0.0;8.5
o;14;25.5;Rhyner Beni (1999);;18;53.25;12;26.0;-2;0.5;8.5
+;18;34.0;Bertogg Severin (2001);;25;51.0;18;34.0;0;0.0;9.75
o;19;43.75;Betschart Fabian (1999);;19;53.0;20;43.25;1;-0.5;8.5

22b;Glättli Benny;;;;;;;;;;52.25
o;;;Oertig Simon;;;;;;;;8.5
o;4;8.5;Sprecher Martin (2000);;15;54.0;4;8.5;0;0.0;8.5
o;9;17.0;Laager Andreas (1999);;21;52.5;9;17.0;0;0.0;8.5
+;14;25.5;Ritter Fabio (2001);;24;51.5;13;25.75;-1;0.25;9.75
o;15;35.25;Schnyder Christian;;8;55.75;13;35.75;-2;0.5;8.5
o;19;43.75;Kirchmeier Christof (1999);;15;54.0;18;44.0;-1;0.25;8.5

23a;Frauenfelder Florian (2001);;;;;;;;;;51.75
o;;;Schiesser Patrik;;;;;;;;8.5
o;4;8.5;Flütsch Marco (1999);;9;55.5;3;8.75;-1;0.25;8.5
-;9;17.0;Ritter Fabio (2001);;24;51.5;9;17.0;0;0.0;8.75
-;13;25.75;Rutz Cédric;;20;52.75;14;25.5;1;-0.25;8.75
-;16;34.5;Betschart Fabian (1999);;19;53.0;16;34.5;0;0.0;8.75
o;20;43.25;Lötscher Abraham (2000);;16;53.75;18;44.0;-2;0.75;8.5

24a;Ritter Fabio (2001);;;;;;;;;;51.5
o;;;Schwager Mike (2000);;;;;;;;8.5
o;4;8.5;Kirchmeier Christof (1999);;15;54.0;4;8.5;0;0.0;8.5
-;9;17.0;Frauenfelder Florian (2001);;23;51.75;9;17.0;0;0.0;8.75
o;13;25.75;Glättli Benny;;22;52.25;14;25.5;1;-0.25;8.75
o;16;34.5;Furrer Matthias;;15;54.0;17;34.25;1;-0.25;8.5
o;21;43.0;Ochsner Reto (2000);;16;53.75;19;43.75;-2;0.75;8.5

25a;Bertogg Severin (2001);;;;;;;;;;51.0
o;;;Schwyn Adrian;;;;;;;;8.5
o;4;8.5;Tschudi Mario (2001);;10;55.25;4;8.5;0;0.0;8.5
o;9;17.0;Ochsner Reto (2000);;16;53.75;9;17.0;0;0.0;8.5
o;14;25.5;Schönenberger Björn;;16;53.75;14;25.5;0;0.0;8.5
o;18;34.0;Grob Krischan (1999);;22;52.25;18;34.0;0;0.0;8.5
o;23;42.5;Kleinberger Alex;;20;52.75;22;42.75;-1;0.25;8.5

26a;Aebli Andrin (2001);;;;;;;;;;25.5
o;;;Müller Loris (1999);;;;;;;;8.5
o;4;8.5;Laager Michael (2001);;16;53.75;4;8.5;0;0.0;8.5
o;9;17.0;Koller Valentin;;21;52.5;9;17.0;0;0.0;8.5

